portfolio_id,case_id,company_id,borrower_name,sector,project_sector,scenario_type,trend_type,lender_type,portfolio_category,secured_unsecured,retail_corporate,portfolio_outstanding_inr,portfolio_share_pct,gross_npa_pct,net_npa_pct,npa_trend_qoq_ppts,write_off_ratio_pct,company_gross_npa_pct,company_net_npa_pct,restructured_assets_pct,provisioning_coverage_ratio,credit_cost_pct,top_10_borrower_concentration_pct,top_5_sector_concentration_pct,return_on_assets_pct,net_interest_margin_pct,capital_adequacy_ratio_pct,vintage_2020_npa_pct,vintage_2021_npa_pct,vintage_2022_npa_pct,vintage_2023_npa_pct,vintage_2024_npa_pct,feeds_capacity,feeds_capital,feeds_conditions,feeds_character,data_as_of_date,reporting_period,source_document_id,extraction_confidence,risk_flags
PORT_CAM_01184_01,CAM_01184,COMP_01184,Bank of Maharashtra,Financial Services,NBFC,normal,stable,nbfc_retail,secured_retail,secured,retail,13841132924.36,27.9,5.78,1.67,-0.29,0.41,5.44,1.57,1.92,71.1,1.68,5.7,65.7,1.34,11.77,18.2,8.9,8.9,5.2,3.47,1.16,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01184,high,none
PORT_CAM_01184_02,CAM_01184,COMP_01184,Bank of Maharashtra,Financial Services,NBFC,normal,stable,nbfc_retail,unsecured_retail,unsecured,retail,8702480395.78,17.5,6.8,1.97,-0.27,1.15,5.44,1.57,1.92,71.1,1.68,5.7,65.7,1.34,11.77,18.2,10.47,10.47,6.12,4.08,1.36,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01184,high,none
PORT_CAM_01184_03,CAM_01184,COMP_01184,Bank of Maharashtra,Financial Services,NBFC,normal,stable,nbfc_retail,msme,unsecured,corporate,8539670747.26,17.2,5.52,1.6,-0.33,1.4,5.44,1.57,1.92,71.1,1.68,5.7,65.7,1.34,11.77,18.2,8.5,8.5,4.97,3.31,1.1,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01184,high,none
PORT_CAM_01184_04,CAM_01184,COMP_01184,Bank of Maharashtra,Financial Services,NBFC,normal,stable,nbfc_retail,vehicle_finance,secured,corporate,6828094763.03,13.8,5.43,1.57,0.03,0.96,5.44,1.57,1.92,71.1,1.68,5.7,65.7,1.34,11.77,18.2,8.36,8.36,4.89,3.26,1.09,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01184,high,none
PORT_CAM_01184_05,CAM_01184,COMP_01184,Bank of Maharashtra,Financial Services,NBFC,normal,stable,nbfc_retail,gold_loan,secured,retail,5694097986.28,11.5,3.57,1.03,-0.28,0.88,5.44,1.57,1.92,71.1,1.68,5.7,65.7,1.34,11.77,18.2,5.5,5.5,3.21,2.14,0.71,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01184,high,none
PORT_CAM_01184_06,CAM_01184,COMP_01184,Bank of Maharashtra,Financial Services,NBFC,normal,stable,nbfc_retail,personal_loan,unsecured,retail,3414277249.72,6.9,6.61,1.91,-0.21,0.77,5.44,1.57,1.92,71.1,1.68,5.7,65.7,1.34,11.77,18.2,10.18,10.18,5.95,3.97,1.32,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01184,high,none
PORT_CAM_01184_07,CAM_01184,COMP_01184,Bank of Maharashtra,Financial Services,NBFC,normal,stable,nbfc_retail,microfinance,unsecured,retail,2628613658.37,5.3,7.57,2.19,0.17,2.09,5.44,1.57,1.92,71.1,1.68,5.7,65.7,1.34,11.77,18.2,11.66,11.66,6.81,4.54,1.51,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01184,high,none
PORT_CAM_01185_01,CAM_01185,COMP_01185,Maha Rashtra Apex Corporation Limited,Financial Services,NBFC,moderate_anomaly,stable,nbfc_retail,secured_retail,secured,retail,5383706877.35,22.6,8.56,2.73,0.2,2.56,8.27,2.64,2.09,68.1,2.17,17.4,59.8,1.7,7.64,14.8,17.14,17.14,10.02,6.68,2.23,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_01185,high,high_gnpa_segment
PORT_CAM_01185_02,CAM_01185,COMP_01185,Maha Rashtra Apex Corporation Limited,Financial Services,NBFC,moderate_anomaly,stable,nbfc_retail,unsecured_retail,unsecured,retail,5343193055.76,22.4,9.91,3.16,-0.14,0.33,8.27,2.64,2.09,68.1,2.17,17.4,59.8,1.7,7.64,14.8,19.84,19.84,11.59,7.73,2.58,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_01185,medium,high_gnpa_segment
PORT_CAM_01185_03,CAM_01185,COMP_01185,Maha Rashtra Apex Corporation Limited,Financial Services,NBFC,moderate_anomaly,stable,nbfc_retail,msme,unsecured,corporate,4694335941.63,19.7,9.12,2.91,-0.45,0.45,8.27,2.64,2.09,68.1,2.17,17.4,59.8,1.7,7.64,14.8,18.26,18.26,10.67,7.11,2.37,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_01185,medium,high_gnpa_segment
PORT_CAM_01185_04,CAM_01185,COMP_01185,Maha Rashtra Apex Corporation Limited,Financial Services,NBFC,moderate_anomaly,stable,nbfc_retail,vehicle_finance,secured,corporate,3500676771.38,14.7,7.67,2.45,-0.4,1.76,8.27,2.64,2.09,68.1,2.17,17.4,59.8,1.7,7.64,14.8,15.36,15.36,8.97,5.98,1.99,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01185,high,none
PORT_CAM_01185_05,CAM_01185,COMP_01185,Maha Rashtra Apex Corporation Limited,Financial Services,NBFC,moderate_anomaly,stable,nbfc_retail,gold_loan,secured,retail,2063645409.82,8.7,7.38,2.35,-0.35,1.59,8.27,2.64,2.09,68.1,2.17,17.4,59.8,1.7,7.64,14.8,14.77,14.77,8.63,5.76,1.92,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01185,high,none
PORT_CAM_01185_06,CAM_01185,COMP_01185,Maha Rashtra Apex Corporation Limited,Financial Services,NBFC,moderate_anomaly,stable,nbfc_retail,personal_loan,unsecured,retail,1706819179.78,7.2,10.08,3.22,0.16,1.98,8.27,2.64,2.09,68.1,2.17,17.4,59.8,1.7,7.64,14.8,20.18,20.18,11.79,7.86,2.62,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_01185,medium,high_gnpa_segment
PORT_CAM_01185_07,CAM_01185,COMP_01185,Maha Rashtra Apex Corporation Limited,Financial Services,NBFC,moderate_anomaly,stable,nbfc_retail,microfinance,unsecured,retail,1120881145.88,4.7,10.69,3.41,-0.33,2.95,8.27,2.64,2.09,68.1,2.17,17.4,59.8,1.7,7.64,14.8,21.4,21.4,12.51,8.34,2.78,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_01185,high,high_gnpa_segment
PORT_CAM_01191_01,CAM_01191,COMP_01191,Maharashtra Scooters Limited,Financial Services,NBFC,normal,stable,nbfc_retail,secured_retail,secured,retail,2897009766.84,20.9,3.06,0.48,0.09,1.03,3.24,0.51,1.06,84.3,0.43,11.1,70.7,3.44,8.26,23.2,4.71,4.71,2.75,1.84,0.61,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01191,high,none
PORT_CAM_01191_02,CAM_01191,COMP_01191,Maharashtra Scooters Limited,Financial Services,NBFC,normal,stable,nbfc_retail,unsecured_retail,unsecured,retail,2412084308.45,17.4,4.14,0.65,-0.24,0.48,3.24,0.51,1.06,84.3,0.43,11.1,70.7,3.44,8.26,23.2,6.38,6.38,3.73,2.48,0.83,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01191,high,none
PORT_CAM_01191_03,CAM_01191,COMP_01191,Maharashtra Scooters Limited,Financial Services,NBFC,normal,stable,nbfc_retail,msme,unsecured,corporate,2290406617.17,16.6,3.59,0.56,-0.49,0.55,3.24,0.51,1.06,84.3,0.43,11.1,70.7,3.44,8.26,23.2,5.53,5.53,3.23,2.15,0.72,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01191,medium,none
PORT_CAM_01191_04,CAM_01191,COMP_01191,Maharashtra Scooters Limited,Financial Services,NBFC,normal,stable,nbfc_retail,vehicle_finance,secured,corporate,2033520613.17,14.7,3.01,0.47,-0.44,0.82,3.24,0.51,1.06,84.3,0.43,11.1,70.7,3.44,8.26,23.2,4.64,4.64,2.71,1.81,0.6,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01191,high,none
PORT_CAM_01191_05,CAM_01191,COMP_01191,Maharashtra Scooters Limited,Financial Services,NBFC,normal,stable,nbfc_retail,gold_loan,secured,retail,1853751887.51,13.4,2.23,0.35,-0.35,0.88,3.24,0.51,1.06,84.3,0.43,11.1,70.7,3.44,8.26,23.2,3.43,3.43,2.01,1.34,0.45,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01191,high,none
PORT_CAM_01191_06,CAM_01191,COMP_01191,Maharashtra Scooters Limited,Financial Services,NBFC,normal,stable,nbfc_retail,personal_loan,unsecured,retail,1594956058.68,11.5,3.7,0.58,-0.16,1.1,3.24,0.51,1.06,84.3,0.43,11.1,70.7,3.44,8.26,23.2,5.7,5.7,3.33,2.22,0.74,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01191,medium,none
PORT_CAM_01191_07,CAM_01191,COMP_01191,Maharashtra Scooters Limited,Financial Services,NBFC,normal,stable,nbfc_retail,microfinance,unsecured,retail,756455309.14,5.5,5.27,0.83,-0.36,1.77,3.24,0.51,1.06,84.3,0.43,11.1,70.7,3.44,8.26,23.2,8.12,8.12,4.74,3.16,1.05,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01191,high,none
PORT_CAM_01202_01,CAM_01202,COMP_01202,Manappuram Finance Limited,Financial Services,NBFC,moderate_anomaly,declining,nbfc_retail,secured_retail,secured,retail,5841529919.15,19.1,6.1,2.15,1.73,2.11,5.82,2.05,3.65,64.7,2.2,15.7,35.9,1.65,6.01,16.0,12.21,12.21,7.14,4.76,1.59,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01202,high,npa_deteriorating_rapidly
PORT_CAM_01202_02,CAM_01202,COMP_01202,Manappuram Finance Limited,Financial Services,NBFC,moderate_anomaly,declining,nbfc_retail,unsecured_retail,unsecured,retail,5570673778.0,18.2,7.21,2.55,2.49,0.94,5.82,2.05,3.65,64.7,2.2,15.7,35.9,1.65,6.01,16.0,14.43,14.43,8.44,5.62,1.87,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01202,medium,npa_deteriorating_rapidly
PORT_CAM_01202_03,CAM_01202,COMP_01202,Manappuram Finance Limited,Financial Services,NBFC,moderate_anomaly,declining,nbfc_retail,msme,unsecured,corporate,5439141661.46,17.7,6.65,2.35,1.39,1.47,5.82,2.05,3.65,64.7,2.2,15.7,35.9,1.65,6.01,16.0,13.31,13.31,7.78,5.19,1.73,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01202,high,npa_deteriorating_rapidly
PORT_CAM_01202_04,CAM_01202,COMP_01202,Manappuram Finance Limited,Financial Services,NBFC,moderate_anomaly,declining,nbfc_retail,vehicle_finance,secured,corporate,4874832886.23,15.9,6.43,2.27,0.79,0.86,5.82,2.05,3.65,64.7,2.2,15.7,35.9,1.65,6.01,16.0,12.87,12.87,7.52,5.02,1.67,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01202,high,none
PORT_CAM_01202_05,CAM_01202,COMP_01202,Manappuram Finance Limited,Financial Services,NBFC,moderate_anomaly,declining,nbfc_retail,gold_loan,secured,retail,4786843432.69,15.6,4.37,1.54,1.0,0.81,5.82,2.05,3.65,64.7,2.2,15.7,35.9,1.65,6.01,16.0,8.75,8.75,5.11,3.41,1.14,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01202,high,none
PORT_CAM_01202_06,CAM_01202,COMP_01202,Manappuram Finance Limited,Financial Services,NBFC,moderate_anomaly,declining,nbfc_retail,personal_loan,unsecured,retail,2444328249.54,8.0,6.35,2.24,1.56,0.26,5.82,2.05,3.65,64.7,2.2,15.7,35.9,1.65,6.01,16.0,12.71,12.71,7.43,4.95,1.65,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01202,medium,npa_deteriorating_rapidly
PORT_CAM_01202_07,CAM_01202,COMP_01202,Manappuram Finance Limited,Financial Services,NBFC,moderate_anomaly,declining,nbfc_retail,microfinance,unsecured,retail,1687331699.39,5.5,7.88,2.78,1.82,2.88,5.82,2.05,3.65,64.7,2.2,15.7,35.9,1.65,6.01,16.0,15.78,15.78,9.22,6.15,2.05,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01202,high,npa_deteriorating_rapidly
PORT_CAM_01203_01,CAM_01203,COMP_01203,Manba Finance Limited,Financial Services,NBFC,normal,growing,nbfc_retail,secured_retail,secured,retail,7282265959.68,21.1,2.69,0.62,0.12,0.81,2.89,0.67,0.46,76.8,0.66,4.1,59.0,1.49,11.85,27.0,4.14,4.14,2.42,1.61,0.54,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01203,high,none
PORT_CAM_01203_02,CAM_01203,COMP_01203,Manba Finance Limited,Financial Services,NBFC,normal,growing,nbfc_retail,unsecured_retail,unsecured,retail,6488651957.51,18.8,3.69,0.86,0.06,0.27,2.89,0.67,0.46,76.8,0.66,4.1,59.0,1.49,11.85,27.0,5.68,5.68,3.32,2.21,0.74,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01203,medium,none
PORT_CAM_01203_03,CAM_01203,COMP_01203,Manba Finance Limited,Financial Services,NBFC,normal,growing,nbfc_retail,msme,unsecured,corporate,6420255394.27,18.6,3.89,0.9,-0.45,1.12,2.89,0.67,0.46,76.8,0.66,4.1,59.0,1.49,11.85,27.0,5.99,5.99,3.5,2.33,0.78,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01203,medium,none
PORT_CAM_01203_04,CAM_01203,COMP_01203,Manba Finance Limited,Financial Services,NBFC,normal,growing,nbfc_retail,vehicle_finance,secured,corporate,4522655384.17,13.1,2.17,0.5,0.09,0.47,2.89,0.67,0.46,76.8,0.66,4.1,59.0,1.49,11.85,27.0,3.34,3.34,1.95,1.3,0.43,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01203,medium,none
PORT_CAM_01203_05,CAM_01203,COMP_01203,Manba Finance Limited,Financial Services,NBFC,normal,growing,nbfc_retail,gold_loan,secured,retail,4232958361.73,12.3,1.79,0.42,-0.34,0.51,2.89,0.67,0.46,76.8,0.66,4.1,59.0,1.49,11.85,27.0,2.76,2.76,1.61,1.07,0.36,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01203,medium,none
PORT_CAM_01203_06,CAM_01203,COMP_01203,Manba Finance Limited,Financial Services,NBFC,normal,growing,nbfc_retail,personal_loan,unsecured,retail,2810048087.96,8.1,4.29,1.0,-0.18,0.9,2.89,0.67,0.46,76.8,0.66,4.1,59.0,1.49,11.85,27.0,6.61,6.61,3.86,2.57,0.86,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01203,high,none
PORT_CAM_01203_07,CAM_01203,COMP_01203,Manba Finance Limited,Financial Services,NBFC,normal,growing,nbfc_retail,microfinance,unsecured,retail,2744629129.92,8.0,6.0,1.39,-0.07,0.95,2.89,0.67,0.46,76.8,0.66,4.1,59.0,1.49,11.85,27.0,9.24,9.24,5.4,3.6,1.2,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01203,medium,none
PORT_CAM_01204_01,CAM_01204,COMP_01204,Mangal Credit and Fincorp Limited,Financial Services,NBFC,moderate_anomaly,stable,nbfc_retail,secured_retail,secured,retail,8790741474.42,20.2,7.82,2.84,-0.28,1.16,8.38,3.04,4.86,63.7,3.35,3.9,47.5,0.9,11.31,18.4,15.66,15.66,9.15,6.1,2.03,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01204,high,none
PORT_CAM_01204_02,CAM_01204,COMP_01204,Mangal Credit and Fincorp Limited,Financial Services,NBFC,moderate_anomaly,stable,nbfc_retail,unsecured_retail,unsecured,retail,8152370617.01,18.8,10.63,3.86,-0.14,2.04,8.38,3.04,4.86,63.7,3.35,3.9,47.5,0.9,11.31,18.4,21.28,21.28,12.44,8.29,2.76,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_01204,high,high_gnpa_segment
PORT_CAM_01204_03,CAM_01204,COMP_01204,Mangal Credit and Fincorp Limited,Financial Services,NBFC,moderate_anomaly,stable,nbfc_retail,msme,unsecured,corporate,7383008257.97,17.0,8.47,3.07,-0.15,2.54,8.38,3.04,4.86,63.7,3.35,3.9,47.5,0.9,11.31,18.4,16.96,16.96,9.91,6.61,2.2,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_01204,high,high_gnpa_segment
PORT_CAM_01204_04,CAM_01204,COMP_01204,Mangal Credit and Fincorp Limited,Financial Services,NBFC,moderate_anomaly,stable,nbfc_retail,vehicle_finance,secured,corporate,5683631172.47,13.1,8.26,3.0,-0.36,0.76,8.38,3.04,4.86,63.7,3.35,3.9,47.5,0.9,11.31,18.4,16.54,16.54,9.66,6.44,2.15,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_01204,high,high_gnpa_segment
PORT_CAM_01204_05,CAM_01204,COMP_01204,Mangal Credit and Fincorp Limited,Financial Services,NBFC,moderate_anomaly,stable,nbfc_retail,gold_loan,secured,retail,5475398133.29,12.6,7.34,2.66,-0.26,2.03,8.38,3.04,4.86,63.7,3.35,3.9,47.5,0.9,11.31,18.4,14.69,14.69,8.59,5.73,1.91,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01204,medium,none
PORT_CAM_01204_06,CAM_01204,COMP_01204,Mangal Credit and Fincorp Limited,Financial Services,NBFC,moderate_anomaly,stable,nbfc_retail,personal_loan,unsecured,retail,4023059415.06,9.3,9.89,3.59,-0.17,2.14,8.38,3.04,4.86,63.7,3.35,3.9,47.5,0.9,11.31,18.4,19.8,19.8,11.57,7.71,2.57,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_01204,medium,high_gnpa_segment
PORT_CAM_01204_07,CAM_01204,COMP_01204,Mangal Credit and Fincorp Limited,Financial Services,NBFC,moderate_anomaly,stable,nbfc_retail,microfinance,unsecured,retail,3907260685.38,9.0,10.99,3.99,-0.27,1.04,8.38,3.04,4.86,63.7,3.35,3.9,47.5,0.9,11.31,18.4,22.0,22.0,12.86,8.57,2.86,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_01204,high,high_gnpa_segment
PORT_CAM_01223_01,CAM_01223,COMP_01223,MAS Financial Services Limited,Financial Services,NBFC,normal,declining,nbfc_retail,secured_retail,secured,retail,2898260780.86,21.5,3.52,1.31,0.74,0.41,4.27,1.59,0.79,62.8,1.39,8.4,37.9,2.55,10.59,16.5,5.42,5.42,3.17,2.11,0.7,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01223,high,none
PORT_CAM_01223_02,CAM_01223,COMP_01223,MAS Financial Services Limited,Financial Services,NBFC,normal,declining,nbfc_retail,unsecured_retail,unsecured,retail,2807431634.34,20.8,6.12,2.28,1.05,1.45,4.27,1.59,0.79,62.8,1.39,8.4,37.9,2.55,10.59,16.5,9.42,9.42,5.51,3.67,1.22,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01223,high,npa_deteriorating_rapidly
PORT_CAM_01223_03,CAM_01223,COMP_01223,MAS Financial Services Limited,Financial Services,NBFC,normal,declining,nbfc_retail,msme,unsecured,corporate,2289815356.39,17.0,4.58,1.7,0.69,0.63,4.27,1.59,0.79,62.8,1.39,8.4,37.9,2.55,10.59,16.5,7.05,7.05,4.12,2.75,0.92,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01223,high,none
PORT_CAM_01223_04,CAM_01223,COMP_01223,MAS Financial Services Limited,Financial Services,NBFC,normal,declining,nbfc_retail,vehicle_finance,secured,corporate,2276430327.69,16.9,3.5,1.3,1.79,0.65,4.27,1.59,0.79,62.8,1.39,8.4,37.9,2.55,10.59,16.5,5.39,5.39,3.15,2.1,0.7,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01223,high,npa_deteriorating_rapidly
PORT_CAM_01223_05,CAM_01223,COMP_01223,MAS Financial Services Limited,Financial Services,NBFC,normal,declining,nbfc_retail,gold_loan,secured,retail,1294644778.83,9.6,2.51,0.93,0.76,0.57,4.27,1.59,0.79,62.8,1.39,8.4,37.9,2.55,10.59,16.5,3.87,3.87,2.26,1.51,0.5,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01223,high,none
PORT_CAM_01223_06,CAM_01223,COMP_01223,MAS Financial Services Limited,Financial Services,NBFC,normal,declining,nbfc_retail,personal_loan,unsecured,retail,987254548.67,7.3,5.97,2.22,1.75,2.26,4.27,1.59,0.79,62.8,1.39,8.4,37.9,2.55,10.59,16.5,9.19,9.19,5.37,3.58,1.19,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01223,medium,npa_deteriorating_rapidly
PORT_CAM_01223_07,CAM_01223,COMP_01223,MAS Financial Services Limited,Financial Services,NBFC,normal,declining,nbfc_retail,microfinance,unsecured,retail,935928523.11,6.9,7.38,2.75,2.23,0.38,4.27,1.59,0.79,62.8,1.39,8.4,37.9,2.55,10.59,16.5,11.37,11.37,6.64,4.43,1.48,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01223,high,npa_deteriorating_rapidly
PORT_CAM_01224_01,CAM_01224,COMP_01224,Mask Investments Limited,Financial Services,NBFC,moderate_anomaly,declining,nbfc_retail,secured_retail,secured,retail,13054932637.66,23.7,9.96,4.15,2.24,2.3,10.14,4.23,4.05,58.3,4.71,4.9,55.3,1.53,9.69,14.2,19.94,19.94,11.65,7.77,2.59,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_01224,high,high_gnpa_segment|low_provisioning_coverage|npa_deteriorating_rapidly
PORT_CAM_01224_02,CAM_01224,COMP_01224,Mask Investments Limited,Financial Services,NBFC,moderate_anomaly,declining,nbfc_retail,unsecured_retail,unsecured,retail,10269508094.11,18.7,11.64,4.85,1.32,1.1,10.14,4.23,4.05,58.3,4.71,4.9,55.3,1.53,9.69,14.2,23.3,23.3,13.62,9.08,3.03,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_01224,high,high_gnpa_segment|low_provisioning_coverage|npa_deteriorating_rapidly
PORT_CAM_01224_03,CAM_01224,COMP_01224,Mask Investments Limited,Financial Services,NBFC,moderate_anomaly,declining,nbfc_retail,msme,unsecured,corporate,9747857390.52,17.7,10.98,4.58,1.36,2.88,10.14,4.23,4.05,58.3,4.71,4.9,55.3,1.53,9.69,14.2,21.98,21.98,12.85,8.56,2.85,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_01224,high,high_gnpa_segment|low_provisioning_coverage|npa_deteriorating_rapidly
PORT_CAM_01224_04,CAM_01224,COMP_01224,Mask Investments Limited,Financial Services,NBFC,moderate_anomaly,declining,nbfc_retail,vehicle_finance,secured,corporate,6118461366.6,11.1,9.77,4.07,1.18,2.78,10.14,4.23,4.05,58.3,4.71,4.9,55.3,1.53,9.69,14.2,19.56,19.56,11.43,7.62,2.54,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_01224,medium,high_gnpa_segment|low_provisioning_coverage|npa_deteriorating_rapidly
PORT_CAM_01224_05,CAM_01224,COMP_01224,Mask Investments Limited,Financial Services,NBFC,moderate_anomaly,declining,nbfc_retail,gold_loan,secured,retail,5943772830.13,10.8,8.88,3.7,0.76,2.71,10.14,4.23,4.05,58.3,4.71,4.9,55.3,1.53,9.69,14.2,17.78,17.78,10.39,6.93,2.31,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_01224,high,high_gnpa_segment|low_provisioning_coverage
PORT_CAM_01224_06,CAM_01224,COMP_01224,Mask Investments Limited,Financial Services,NBFC,moderate_anomaly,declining,nbfc_retail,personal_loan,unsecured,retail,5536418411.95,10.1,11.92,4.97,1.17,1.06,10.14,4.23,4.05,58.3,4.71,4.9,55.3,1.53,9.69,14.2,23.86,23.86,13.95,9.3,3.1,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_01224,high,high_gnpa_segment|low_provisioning_coverage|npa_deteriorating_rapidly
PORT_CAM_01224_07,CAM_01224,COMP_01224,Mask Investments Limited,Financial Services,NBFC,moderate_anomaly,declining,nbfc_retail,microfinance,unsecured,retail,4315596294.79,7.8,12.75,5.32,2.36,1.25,10.14,4.23,4.05,58.3,4.71,4.9,55.3,1.53,9.69,14.2,25.53,25.53,14.92,9.95,3.32,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_01224,medium,high_gnpa_segment|low_provisioning_coverage|npa_deteriorating_rapidly
PORT_CAM_01226_01,CAM_01226,COMP_01226,Master Trust Limited,Financial Services,NBFC,normal,stable,nbfc_retail,secured_retail,secured,retail,3791262202.4,20.8,2.58,0.57,-0.12,0.48,2.8,0.62,1.23,78.0,0.51,16.5,46.8,1.84,7.37,17.4,3.97,3.97,2.32,1.55,0.52,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01226,medium,none
PORT_CAM_01226_02,CAM_01226,COMP_01226,Master Trust Limited,Financial Services,NBFC,normal,stable,nbfc_retail,unsecured_retail,unsecured,retail,3487683369.21,19.2,4.03,0.89,-0.29,1.35,2.8,0.62,1.23,78.0,0.51,16.5,46.8,1.84,7.37,17.4,6.21,6.21,3.63,2.42,0.81,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01226,medium,none
PORT_CAM_01226_03,CAM_01226,COMP_01226,Master Trust Limited,Financial Services,NBFC,normal,stable,nbfc_retail,msme,unsecured,corporate,3084521503.55,17.0,4.15,0.91,-0.37,1.08,2.8,0.62,1.23,78.0,0.51,16.5,46.8,1.84,7.37,17.4,6.39,6.39,3.74,2.49,0.83,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01226,high,none
PORT_CAM_01226_04,CAM_01226,COMP_01226,Master Trust Limited,Financial Services,NBFC,normal,stable,nbfc_retail,vehicle_finance,secured,corporate,2570939229.12,14.1,3.6,0.79,0.03,1.12,2.8,0.62,1.23,78.0,0.51,16.5,46.8,1.84,7.37,17.4,5.54,5.54,3.24,2.16,0.72,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01226,high,none
PORT_CAM_01226_05,CAM_01226,COMP_01226,Master Trust Limited,Financial Services,NBFC,normal,stable,nbfc_retail,gold_loan,secured,retail,2530748419.8,13.9,0.51,0.11,-0.29,0.2,2.8,0.62,1.23,78.0,0.51,16.5,46.8,1.84,7.37,17.4,0.79,0.79,0.46,0.31,0.1,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01226,high,none
PORT_CAM_01226_06,CAM_01226,COMP_01226,Master Trust Limited,Financial Services,NBFC,normal,stable,nbfc_retail,personal_loan,unsecured,retail,1499499432.14,8.2,4.71,1.04,0.08,1.48,2.8,0.62,1.23,78.0,0.51,16.5,46.8,1.84,7.37,17.4,7.25,7.25,4.24,2.83,0.94,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01226,high,none
PORT_CAM_01226_07,CAM_01226,COMP_01226,Master Trust Limited,Financial Services,NBFC,normal,stable,nbfc_retail,microfinance,unsecured,retail,1221380659.58,6.7,5.26,1.16,-0.14,1.65,2.8,0.62,1.23,78.0,0.51,16.5,46.8,1.84,7.37,17.4,8.1,8.1,4.73,3.16,1.05,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_01226,high,none
