case_id,total_signals,critical_count,high_count,medium_count,total_score_impact,velocity_signals,triangulation_signals,sentiment_signals,contagion_signals,primary_c_affected,company_id,sector
CAM_00627,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00627,Technology
CAM_00628,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00628,Healthcare
CAM_00629,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00629,Financial Services
CAM_00630,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00630,Financial Services
CAM_00631,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00631,Consumer Cyclical
CAM_00632,4,1,2,0,0.0,1,2,0,1,Character,COMP_00632,Consumer Cyclical
CAM_00633,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00633,Consumer Cyclical
CAM_00634,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00634,Consumer Cyclical
CAM_00635,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00635,Consumer Cyclical
CAM_00636,4,1,1,1,0.3999999999999999,1,2,0,1,Character,COMP_00636,Consumer Cyclical
CAM_00637,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00637,Industrials
CAM_00638,4,1,2,0,0.0,1,2,0,1,Character,COMP_00638,Basic Materials
CAM_00639,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00639,Financial Services
CAM_00640,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00640,Financial Services
CAM_00641,4,1,2,0,0.0,1,2,0,1,Character,COMP_00641,Industrials
CAM_00642,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00642,Consumer Cyclical
CAM_00643,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00643,Healthcare
CAM_00644,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00644,Financial Services
CAM_00645,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00645,Industrials
CAM_00646,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00646,Consumer Cyclical
CAM_00647,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00647,Consumer Cyclical
CAM_00648,4,1,2,0,0.0,1,2,0,1,Character,COMP_00648,Basic Materials
CAM_00649,4,1,2,0,0.0,1,2,0,1,Character,COMP_00649,Consumer Cyclical
CAM_00650,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00650,Real Estate
CAM_00651,4,1,2,0,0.0,1,2,0,1,Character,COMP_00651,Consumer Cyclical
CAM_00652,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00652,Consumer Defensive
CAM_00653,4,1,2,0,0.0,1,2,0,1,Character,COMP_00653,Consumer Cyclical
CAM_00654,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00654,Healthcare
CAM_00655,4,1,2,0,0.0,1,2,0,1,Character,COMP_00655,Basic Materials
CAM_00656,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00656,Technology
CAM_00657,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00657,Technology
CAM_00658,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00658,Financial Services
CAM_00659,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00659,Consumer Cyclical
CAM_00660,4,1,2,0,0.0,1,2,0,1,Character,COMP_00660,Consumer Defensive
CAM_00661,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00661,Utilities
CAM_00662,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00662,Industrials
CAM_00663,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00663,Basic Materials
CAM_00664,4,1,2,0,0.0,1,2,0,1,Character,COMP_00664,Basic Materials
CAM_00665,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00665,Energy
CAM_00666,4,1,2,0,0.0,1,2,0,1,Character,COMP_00666,Industrials
CAM_00667,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00667,Consumer Cyclical
CAM_00668,4,1,2,0,0.0,1,2,0,1,Character,COMP_00668,Basic Materials
CAM_00669,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00669,Consumer Defensive
CAM_00670,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00670,Real Estate
CAM_00671,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00671,Industrials
CAM_00672,4,1,2,0,0.0,1,2,0,1,Character,COMP_00672,Consumer Defensive
CAM_00673,4,1,2,0,0.0,1,2,0,1,Character,COMP_00673,Consumer Cyclical
CAM_00674,3,1,1,0,1.0,1,1,0,1,Character,COMP_00674,Industrials
CAM_00675,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00675,Financial Services
CAM_00676,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00676,Financial Services
CAM_00677,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00677,Industrials
CAM_00678,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00678,Healthcare
CAM_00679,4,1,2,0,0.0,1,2,0,1,Character,COMP_00679,Industrials
CAM_00680,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00680,Financial Services
CAM_00681,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00681,Real Estate
CAM_00682,4,1,2,0,0.0,1,2,0,1,Character,COMP_00682,Industrials
CAM_00683,4,1,2,0,0.0,1,2,0,1,Character,COMP_00683,Basic Materials
CAM_00684,4,1,2,0,0.0,1,2,0,1,Character,COMP_00684,Industrials
CAM_00685,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00685,Technology
CAM_00686,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00686,Basic Materials
CAM_00687,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00687,Industrials
CAM_00688,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00688,Financial Services
CAM_00689,4,1,2,0,0.0,1,2,0,1,Character,COMP_00689,Industrials
CAM_00690,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00690,Financial Services
CAM_00691,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00691,Basic Materials
CAM_00692,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00692,Consumer Cyclical
CAM_00693,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00693,Financial Services
CAM_00694,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00694,Industrials
CAM_00695,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00695,Financial Services
CAM_00696,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00696,Consumer Defensive
CAM_00697,4,1,2,0,0.0,1,2,0,1,Character,COMP_00697,Consumer Defensive
CAM_00698,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00698,Consumer Cyclical
CAM_00699,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00699,Utilities
CAM_00700,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00700,Utilities
CAM_00701,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00701,Healthcare
CAM_00702,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00702,Industrials
CAM_00703,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00703,Healthcare
CAM_00704,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00704,Healthcare
CAM_00705,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00705,Healthcare
CAM_00706,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00706,Financial Services
CAM_00707,4,1,2,0,0.0,1,2,0,1,Character,COMP_00707,Consumer Defensive
CAM_00708,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00708,Consumer Cyclical
CAM_00709,4,1,2,0,0.0,1,2,0,1,Character,COMP_00709,Industrials
CAM_00710,4,1,2,0,0.0,1,2,0,1,Character,COMP_00710,Consumer Cyclical
CAM_00711,2,1,1,0,0.5,0,1,0,1,Character,COMP_00711,Industrials
CAM_00712,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00712,Consumer Defensive
CAM_00713,4,1,2,0,0.0,1,2,0,1,Character,COMP_00713,Consumer Cyclical
CAM_00714,4,1,2,0,0.0,1,2,0,1,Character,COMP_00714,Industrials
CAM_00715,4,1,2,0,0.0,1,2,0,1,Character,COMP_00715,Consumer Defensive
CAM_00716,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00716,Energy
CAM_00717,4,1,2,0,0.0,1,2,0,1,Character,COMP_00717,Industrials
CAM_00718,4,1,2,0,0.0,1,2,0,1,Character,COMP_00718,Industrials
CAM_00719,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00719,Energy
CAM_00720,4,1,2,0,0.0,1,2,0,1,Character,COMP_00720,Consumer Cyclical
CAM_00721,4,1,2,0,0.0,1,2,0,1,Character,COMP_00721,Basic Materials
CAM_00722,4,1,1,1,0.3999999999999999,1,2,0,1,Character,COMP_00722,Basic Materials
CAM_00723,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00723,Basic Materials
CAM_00724,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00724,Consumer Cyclical
CAM_00725,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00725,Basic Materials
CAM_00726,4,1,2,0,0.0,1,2,0,1,Character,COMP_00726,Consumer Defensive
CAM_00727,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00727,Financial Services
CAM_00728,4,1,2,0,0.0,1,2,0,1,Character,COMP_00728,Consumer Defensive
CAM_00729,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00729,Consumer Defensive
CAM_00730,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00730,Industrials
CAM_00731,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00731,Real Estate
CAM_00732,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00732,Consumer Cyclical
CAM_00733,4,1,2,0,0.0,1,2,0,1,Character,COMP_00733,Consumer Defensive
CAM_00734,4,1,2,0,0.0,1,2,0,1,Character,COMP_00734,Consumer Defensive
CAM_00735,4,1,2,0,0.0,1,2,0,1,Character,COMP_00735,Consumer Defensive
CAM_00736,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00736,Consumer Cyclical
CAM_00737,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00737,Technology
CAM_00738,4,1,2,0,0.0,1,2,0,1,Character,COMP_00738,Basic Materials
CAM_00739,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00739,Consumer Defensive
CAM_00740,4,1,2,0,0.0,1,2,0,1,Character,COMP_00740,Basic Materials
CAM_00741,4,1,2,0,0.0,1,2,0,1,Character,COMP_00741,Basic Materials
CAM_00742,4,1,2,0,0.0,1,2,0,1,Character,COMP_00742,Industrials
CAM_00743,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00743,Healthcare
CAM_00744,4,1,2,0,0.0,1,2,0,1,Character,COMP_00744,Industrials
CAM_00745,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00745,Healthcare
CAM_00746,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00746,Industrials
CAM_00747,4,1,2,0,0.0,1,2,0,1,Character,COMP_00747,Basic Materials
CAM_00748,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00748,Industrials
CAM_00749,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00749,Industrials
CAM_00750,4,1,2,0,0.0,1,2,0,1,Character,COMP_00750,Consumer Cyclical
CAM_00751,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00751,Basic Materials
CAM_00752,4,1,2,0,0.0,1,2,0,1,Character,COMP_00752,Basic Materials
CAM_00753,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00753,Utilities
CAM_00754,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00754,Industrials
CAM_00755,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00755,Industrials
CAM_00756,4,1,2,0,0.0,1,2,0,1,Character,COMP_00756,Consumer Defensive
CAM_00757,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00757,Consumer Defensive
CAM_00758,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00758,Financial Services
CAM_00759,4,1,2,0,0.0,1,2,0,1,Character,COMP_00759,Consumer Cyclical
CAM_00760,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00760,Industrials
CAM_00761,4,1,2,0,0.0,1,2,0,1,Character,COMP_00761,Basic Materials
CAM_00762,4,1,2,0,0.0,1,2,0,1,Character,COMP_00762,Basic Materials
CAM_00763,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00763,Basic Materials
CAM_00764,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00764,Utilities
CAM_00765,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00765,Technology
CAM_00766,4,1,2,0,0.0,1,2,0,1,Character,COMP_00766,Consumer Defensive
CAM_00767,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00767,Communication Services
CAM_00768,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00768,Technology
CAM_00769,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00769,Communication Services
CAM_00770,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00770,Healthcare
CAM_00771,4,1,2,0,0.0,1,2,0,1,Character,COMP_00771,Basic Materials
CAM_00772,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00772,Industrials
CAM_00773,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00773,Utilities
CAM_00774,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00774,Healthcare
CAM_00775,4,1,2,0,0.0,1,2,0,1,Character,COMP_00775,Basic Materials
CAM_00776,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00776,Energy
CAM_00777,4,1,2,0,0.0,1,2,0,1,Character,COMP_00777,Basic Materials
CAM_00778,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00778,Utilities
CAM_00779,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00779,Industrials
CAM_00780,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00780,Technology
CAM_00781,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00781,Industrials
CAM_00782,4,1,2,0,0.0,1,2,0,1,Character,COMP_00782,Industrials
CAM_00783,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00783,Consumer Defensive
CAM_00784,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00784,Healthcare
CAM_00785,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00785,Technology
CAM_00786,4,1,2,0,0.0,1,2,0,1,Character,COMP_00786,Industrials
CAM_00787,4,1,2,0,0.0,1,2,0,1,Character,COMP_00787,Industrials
CAM_00788,4,1,2,0,0.0,1,2,0,1,Character,COMP_00788,Basic Materials
CAM_00789,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00789,Consumer Defensive
CAM_00790,4,1,2,0,0.0,1,2,0,1,Character,COMP_00790,Industrials
CAM_00791,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00791,Communication Services
CAM_00792,4,1,2,0,0.0,1,2,0,1,Character,COMP_00792,Consumer Defensive
CAM_00793,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00793,Industrials
CAM_00794,4,1,2,0,0.0,1,2,0,1,Character,COMP_00794,Consumer Cyclical
CAM_00795,4,1,2,0,0.0,1,2,0,1,Character,COMP_00795,Industrials
CAM_00796,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00796,Financial Services
CAM_00797,4,1,2,0,0.0,1,2,0,1,Character,COMP_00797,Industrials
CAM_00798,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00798,Healthcare
CAM_00799,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00799,Technology
CAM_00800,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00800,Technology
CAM_00801,5,1,3,0,-1.0,2,2,0,1,Capacity,COMP_00801,Financial Services
CAM_00802,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00802,Financial Services
CAM_00803,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00803,Financial Services
CAM_00804,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00804,Financial Services
CAM_00805,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00805,Consumer Cyclical
CAM_00806,4,1,2,0,0.0,1,2,0,1,Character,COMP_00806,Industrials
CAM_00807,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00807,Industrials
CAM_00808,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00808,Basic Materials
CAM_00809,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00809,Real Estate
CAM_00810,4,1,2,0,0.0,1,2,0,1,Character,COMP_00810,Basic Materials
CAM_00811,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00811,Consumer Defensive
CAM_00812,4,1,2,0,0.0,1,2,0,1,Character,COMP_00812,Consumer Cyclical
CAM_00813,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00813,Healthcare
CAM_00814,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00814,Financial Services
CAM_00815,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00815,Technology
CAM_00816,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00816,Technology
CAM_00817,4,1,2,0,0.0,1,2,0,1,Character,COMP_00817,Industrials
CAM_00818,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00818,Technology
CAM_00819,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00819,Industrials
CAM_00820,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00820,Healthcare
CAM_00821,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00821,Industrials
CAM_00822,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00822,Industrials
CAM_00823,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00823,Consumer Cyclical
CAM_00824,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00824,Basic Materials
CAM_00825,4,1,1,1,0.3999999999999999,1,2,0,1,Character,COMP_00825,Consumer Cyclical
CAM_00826,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00826,Basic Materials
CAM_00827,4,1,2,0,0.0,1,2,0,1,Character,COMP_00827,Basic Materials
CAM_00828,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00828,Energy
CAM_00829,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00829,Energy
CAM_00830,4,1,2,0,0.0,1,2,0,1,Character,COMP_00830,Consumer Defensive
CAM_00831,4,1,2,0,0.0,1,2,0,1,Character,COMP_00831,Consumer Cyclical
CAM_00832,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00832,Basic Materials
CAM_00833,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00833,Industrials
CAM_00834,4,1,2,0,0.0,1,2,0,1,Character,COMP_00834,Basic Materials
CAM_00835,4,1,2,0,0.0,1,2,0,1,Character,COMP_00835,Basic Materials
CAM_00836,4,1,2,0,0.0,1,2,0,1,Character,COMP_00836,Consumer Cyclical
CAM_00837,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00837,Consumer Cyclical
CAM_00838,4,1,2,0,0.0,1,2,0,1,Character,COMP_00838,Industrials
CAM_00839,4,1,2,0,0.0,1,2,0,1,Character,COMP_00839,Consumer Cyclical
CAM_00840,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00840,Consumer Defensive
CAM_00841,4,1,2,0,0.0,1,2,0,1,Character,COMP_00841,Industrials
CAM_00842,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00842,Communication Services
CAM_00843,4,1,2,0,0.0,1,2,0,1,Character,COMP_00843,Industrials
CAM_00844,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00844,Financial Services
CAM_00845,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00845,Consumer Defensive
CAM_00846,4,1,2,0,0.0,1,2,0,1,Character,COMP_00846,Industrials
CAM_00847,4,1,2,0,0.0,1,2,0,1,Character,COMP_00847,Industrials
CAM_00848,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00848,Basic Materials
CAM_00849,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00849,Basic Materials
CAM_00850,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00850,Industrials
CAM_00851,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00851,Basic Materials
CAM_00852,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00852,Communication Services
CAM_00853,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00853,Real Estate
CAM_00854,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00854,Financial Services
CAM_00855,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00855,Consumer Cyclical
CAM_00856,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00856,Financial Services
CAM_00857,4,1,2,0,0.0,1,2,0,1,Character,COMP_00857,Consumer Cyclical
CAM_00858,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00858,Real Estate
CAM_00859,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00859,Real Estate
CAM_00860,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00860,Industrials
CAM_00861,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00861,Financial Services
CAM_00862,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00862,Financial Services
CAM_00863,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00863,Financial Services
CAM_00864,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00864,Financial Services
CAM_00865,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00865,Consumer Cyclical
CAM_00866,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00866,Financial Services
CAM_00867,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00867,Financial Services
CAM_00868,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00868,Communication Services
CAM_00869,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00869,Technology
CAM_00870,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00870,Financial Services
CAM_00871,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00871,Financial Services
CAM_00872,3,1,1,0,1.0,1,1,0,1,Character,COMP_00872,Consumer Defensive
CAM_00873,4,1,2,0,0.0,1,2,0,1,Character,COMP_00873,Consumer Cyclical
CAM_00874,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00874,Financial Services
CAM_00875,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00875,Basic Materials
CAM_00876,4,1,2,0,0.0,1,2,0,1,Character,COMP_00876,Consumer Cyclical
CAM_00877,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00877,Basic Materials
CAM_00878,4,1,2,0,0.0,1,2,0,1,Character,COMP_00878,Basic Materials
CAM_00879,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00879,Utilities
CAM_00880,4,1,2,0,0.0,1,2,0,1,Character,COMP_00880,Basic Materials
CAM_00881,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00881,Financial Services
CAM_00882,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00882,Financial Services
CAM_00883,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00883,Financial Services
CAM_00884,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00884,Technology
CAM_00885,4,1,2,0,0.0,1,2,0,1,Character,COMP_00885,Healthcare
CAM_00886,4,1,2,0,0.0,1,2,0,1,Character,COMP_00886,Industrials
CAM_00887,4,1,2,0,0.0,1,2,0,1,Character,COMP_00887,Industrials
CAM_00888,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00888,Communication Services
CAM_00889,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00889,Basic Materials
CAM_00890,4,1,2,0,0.0,1,2,0,1,Character,COMP_00890,Consumer Cyclical
CAM_00891,4,1,2,0,0.0,1,2,0,1,Character,COMP_00891,Basic Materials
CAM_00892,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00892,Basic Materials
CAM_00893,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00893,Financial Services
CAM_00894,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00894,Healthcare
CAM_00895,4,1,2,0,0.0,1,2,0,1,Character,COMP_00895,Consumer Cyclical
CAM_00896,4,1,2,0,0.0,1,2,0,1,Character,COMP_00896,Basic Materials
CAM_00897,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00897,Basic Materials
CAM_00898,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00898,Communication Services
CAM_00899,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00899,Financial Services
CAM_00900,4,1,2,0,0.0,1,2,0,1,Character,COMP_00900,Consumer Cyclical
CAM_00901,4,1,2,0,0.0,1,2,0,1,Character,COMP_00901,Industrials
CAM_00902,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00902,Financial Services
CAM_00903,4,1,2,0,0.0,1,2,0,1,Character,COMP_00903,Industrials
CAM_00904,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00904,Basic Materials
CAM_00905,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00905,Real Estate
CAM_00906,4,1,2,0,0.0,1,2,0,1,Character,COMP_00906,Consumer Cyclical
CAM_00907,4,1,2,0,0.0,1,2,0,1,Character,COMP_00907,Basic Materials
CAM_00908,4,1,2,0,0.0,1,2,0,1,Character,COMP_00908,Basic Materials
CAM_00909,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00909,Healthcare
CAM_00910,4,1,2,0,0.0,1,2,0,1,Character,COMP_00910,Industrials
CAM_00911,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00911,Consumer Cyclical
CAM_00912,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00912,Financial Services
CAM_00913,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00913,Industrials
CAM_00914,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00914,Financial Services
CAM_00915,4,1,2,0,0.0,1,2,0,1,Character,COMP_00915,Basic Materials
CAM_00916,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00916,Utilities
CAM_00917,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00917,Healthcare
CAM_00918,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00918,Healthcare
CAM_00919,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00919,Consumer Cyclical
CAM_00920,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00920,Financial Services
CAM_00921,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00921,Communication Services
CAM_00922,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00922,Technology
CAM_00923,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00923,Financial Services
CAM_00924,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00924,Technology
CAM_00925,4,1,2,0,0.0,1,2,0,1,Character,COMP_00925,Industrials
CAM_00926,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00926,Healthcare
CAM_00927,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00927,Technology
CAM_00928,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00928,Utilities
CAM_00929,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00929,Industrials
CAM_00930,4,1,2,0,0.0,1,2,0,1,Character,COMP_00930,Industrials
CAM_00931,4,1,2,0,0.0,1,2,0,1,Character,COMP_00931,Basic Materials
CAM_00932,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00932,Technology
CAM_00933,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00933,Technology
CAM_00934,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00934,Technology
CAM_00935,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00935,Industrials
CAM_00936,4,1,2,0,0.0,1,2,0,1,Character,COMP_00936,Industrials
CAM_00937,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00937,Financial Services
CAM_00938,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00938,Financial Services
CAM_00939,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00939,Energy
CAM_00940,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00940,Healthcare
