company_cin,company_name,graph_risk_score,company_inactive_flag,has_active_drt_case,has_active_nclt_case,has_live_charges,live_charges_total_inr,n_directors,avg_director_stress_score,contagion_risk_score,network_degree,risk_components,computed_timestamp
L41671JH2010PLC001185,MAHA RASHTRA APEX CORPORATION ,3.0,False,False,False,True,479462409.05,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.338531
L65115GJ2010PLC001186,MAHAMAYA STEEL INDUSTRIES LIMI,3.0,False,False,False,True,168627396.78,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.341509
L28767KA2010PLC001187,MAHINDRA EPC IRRIGATION LIMITE,3.0,False,False,False,True,438197323.91,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.344722
L46596MZ2010PLC001188,MAHESHWARI LOGISTICS LIMITED,3.0,False,False,False,True,623693622.27,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.347692
L91140LD2010PLC001189,MAHINDRA LIFESPACE DEVELOPERS ,3.0,False,False,False,True,885029276.64,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.350732
L57773AN2010PLC001190,MAHINDRA LOGISTICS LIMITED,3.0,False,False,False,True,771839368.83,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.353774
L76364AN2010PLC001191,MAHARASHTRA SCOOTERS LIMITED,3.0,False,False,False,True,405256138.44,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.356828
L21518DD2010PLC001192,MAHARASHTRA SEAMLESS LIMITED,3.0,False,False,False,True,714727860.78,3,10.0,0.0,6,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.359867
L22400SK2010PLC001193,MAITHAN ALLOYS LIMITED,3.0,False,False,False,True,239480383.2,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.362895
L35829MH2010PLC001194,MALLCOM (INDIA) LIMITED,3.0,False,False,False,True,201046188.53,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.365936
L21944ML2010PLC001195,MALU PAPER MILLS LIMITED,3.0,False,False,False,True,209582094.92,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.369735
L35900NL2010PLC001196,MAMATA MACHINERY LIMITED,3.0,False,False,False,True,361159043.27,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.373862
L57840OR2010PLC001197,MANAKSIA ALUMINIUM COMPANY LIM,3.0,False,False,False,True,359252608.02,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.377317
L42886AN2010PLC001198,MANAKSIA COATED METALS & INDUS,3.0,False,False,False,True,66955444.72,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.380667
L52497BR2010PLC001199,MANAKSIA LIMITED,3.0,False,False,False,True,695176956.73,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.383977
L84018ML2010PLC001200,MANAKSIA STEELS LIMITED,3.0,False,False,False,True,251206494.97,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.387021
L65388TS2010PLC001201,MANALI PETROCHEMICALS LIMITED,3.0,False,False,False,True,664697458.74,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.390082
L17402DN2010PLC001202,MANAPPURAM FINANCE LIMITED,3.0,False,False,False,True,1270941046.4,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.393300
L93249SK2010PLC001203,MANBA FINANCE LIMITED,3.0,False,False,False,True,942544784.57,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.396388
L95363JH2010PLC001204,MANGAL CREDIT AND FINCORP LIMI,3.0,False,False,False,True,1175885724.54,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.399398
L28862ML2010PLC001205,MANGALAM DRUGS AND ORGANICS LI,3.0,False,False,False,True,173654166.98,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.402506
L48018GA2010PLC001206,MANGALAM CEMENT LIMITED,3.0,False,False,False,True,284306881.86,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.405584
L12588TN2010PLC001207,MAN INDUSTRIES (INDIA) LIMITED,3.0,False,False,False,True,825838611.95,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.408735
L51130MN2010PLC001208,MAN INFRACONSTRUCTION LIMITED,3.0,False,False,False,True,313008210.58,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.411867
L25793KL2010PLC001209,MANKIND PHARMA LIMITED,3.0,False,False,False,True,305594094.53,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.414899
L80006PY2010PLC001210,MANOMAY TEX INDIA LIMITED,3.0,False,False,False,True,456129765.51,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.417894
L78881MH2010PLC001211,MANORAMA INDUSTRIES LIMITED,3.0,False,False,False,True,881533731.17,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.420862
L69052TR2010PLC001212,MANGALAM ORGANICS LIMITED,3.0,False,False,False,True,60225583.66,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.423906
L19710AP2010PLC001213,MANUGRAPH INDIA LIMITED,3.0,False,False,False,True,1524216395.05,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.427085
L13267PY2010PLC001214,VEDANT FASHIONS LIMITED,3.0,False,False,False,True,190948849.37,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.430164
L68683SK2010PLC001215,C.E. INFO SYSTEMS LIMITED,3.0,False,False,False,True,990480850.76,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.433180
L90997WB2010PLC001216,MARAL OVERSEAS LIMITED,3.0,False,False,False,True,412005346.19,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.436234
L67815MH2010PLC001217,MARATHON NEXTGEN REALTY LIMITE,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.439297
L56321KA2010PLC001218,MARICO LIMITED,3.0,False,False,False,True,345007953.0,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.442444
L13356GJ2010PLC001219,MARINE ELECTRICALS (INDIA) LIM,3.0,False,False,False,True,1718467168.53,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.445945
L99259WB2010PLC001220,MARKOLINES PAVEMENT TECHNOLOGI,3.0,False,False,False,True,1168590024.14,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.449208
L84536KA2010PLC001221,MARKSANS PHARMA LIMITED,3.0,False,False,False,True,376361501.88,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.452319
L38169CG2010PLC001222,MARUTI SUZUKI INDIA LIMITED,3.0,False,False,False,True,130633548.44,3,10.0,0.0,7,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.455416
L61979MP2010PLC001223,MAS FINANCIAL SERVICES LIMITED,3.0,False,False,False,True,492868230.93,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.458857
L84150AN2010PLC001224,MASK INVESTMENTS LIMITED,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.461873
L18848BR2010PLC001225,MASTEK LIMITED,3.0,False,False,False,True,669844922.36,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.464890
L82392TS2010PLC001226,MASTER TRUST LIMITED,3.0,False,False,False,True,452234813.03,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.467948
L30588TS2010PLC001227,MATRIMONY.COM LIMITED,3.0,False,False,False,True,591349223.31,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.471013
L23563GJ2010PLC001228,MAWANA SUGARS LIMITED,3.0,False,False,False,True,628949302.66,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.474611
L71465GJ2010PLC001229,MAX ESTATES LIMITED,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.477945
L69103AP2010PLC001230,MAX HEALTHCARE INSTITUTE LIMIT,3.0,False,False,False,True,1274284773.64,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.481107
L48240OR2010PLC001231,MAX INDIA LIMITED,3.0,False,False,False,True,433120878.06,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.484484
L20158MZ2010PLC001232,MAYUR UNIQUOTERS LTD,3.0,False,False,False,True,146921219.42,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.487671
L94259NL2010PLC001233,MAZDA LIMITED,3.0,False,False,False,True,215544551.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.491105
L63321AP2010PLC001234,MAZAGON DOCK SHIPBUILDERS LIMI,3.0,False,False,False,True,646016441.53,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.494133
L65346MZ2010PLC001235,MADHYA BHARAT AGRO PRODUCTS LI,3.0,False,False,False,True,670804794.86,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.497196
L44932MZ2010PLC001236,M & B ENGINEERING LIMITED,3.0,False,False,False,True,157750464.18,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.500198
L51677AN2010PLC001237,MBL INFRASTRUCTURE LIMITED,3.0,False,False,False,True,498003671.23,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.503190
L70378DN2010PLC001238,MADHAV COPPER LIMITED,3.0,False,False,False,True,1101338452.09,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.506240
L78515MN2010PLC001239,MCLEOD RUSSEL INDIA LIMITED,3.0,False,False,False,True,238023610.34,3,10.0,0.0,6,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.509398
L41700JH2010PLC001240,MAGELLANIC CLOUD LIMITED,3.0,False,False,False,True,937588065.83,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.512454
L96908AS2010PLC001241,MULTI COMMODITY EXCHANGE OF IN,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.515659
L48731GA2010PLC001242,GLOBAL HEALTH LIMITED,3.0,False,False,False,True,505680553.77,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.518641
L91684OR2010PLC001243,MEDI ASSIST HEALTHCARE SERVICE,3.0,False,False,False,True,217604507.92,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.521656
L13139PY2010PLC001244,MEDICAMEN BIOTECH LIMITED,3.0,False,False,False,True,1708305836.37,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.524637
L67057AP2010PLC001245,MEDICO REMEDIES LIMITED,3.0,False,False,False,True,1397062702.25,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.527809
L53219MP2010PLC001246,MEDPLUS HEALTH SERVICES LIMITE,3.0,False,False,False,True,627769995.17,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.531205
L92031AS2010PLC001247,MEESHO LIMITED,3.0,False,False,False,True,171339260.33,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.534362
L57208JH2010PLC001248,MEGASTAR FOODS LIMITED,3.0,False,False,False,True,987757259.23,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.537454
L70005GA2010PLC001249,MANGAL ELECTRICAL INDUSTRIES L,3.0,False,False,False,True,113274626.0,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.540548
L41199MH2010PLC001250,MENON BEARINGS LIMITED,3.0,False,False,False,True,183354408.48,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.543697
L43553MH2010PLC001251,MEP INFRASTRUCTURE DEVELOPERS ,3.0,False,False,False,True,432928211.7,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.546794
L17613NL2010PLC001252,METRO BRANDS LIMITED,3.0,False,False,False,True,264777754.61,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.550052
L91194CG2010PLC001253,METROPOLIS HEALTHCARE LIMITED,3.0,False,False,False,True,302382605.68,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.553263
L78779KL2010PLC001254,MAHALAXMI FABRIC MILLS LIMITED,3.0,False,False,False,True,48687995.45,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.556357
L88255TS2010PLC001255,MAX FINANCIAL SERVICES LIMITED,3.0,False,False,False,True,390783225.13,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.559606
L56541OR2010PLC001256,MANGALAM GLOBAL ENTERPRISE LIM,3.0,False,False,False,True,54168765.66,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.562733
L35532TR2010PLC001257,MAHANAGAR GAS LIMITED,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.565768
L75195BR2010PLC001258,MAHALAXMI RUBTECH LIMITED,3.0,False,False,False,True,191598643.15,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.568900
L95851OR2010PLC001259,MAHINDRA HOLIDAYS & RESORTS IN,3.0,False,False,False,True,150732456.69,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.572014
L94762MP2010PLC001260,MIC ELECTRONICS LIMITED,3.0,False,False,False,True,258699132.8,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.575322
L91982MZ2010PLC001261,MISHRA DHATU NIGAM LIMITED,3.0,False,False,False,True,107966847.65,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.578399
L15714WB2010PLC001262,MIDWEST LIMITED,3.0,False,False,False,True,701977550.82,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.582061
L47014TN2010PLC001263,MINDA CORPORATION LIMITED,3.0,False,False,False,True,191900314.61,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.586013
L37342AP2010PLC001264,MINDTECK (INDIA) LIMITED,3.0,False,False,False,True,661229210.58,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.590108
L46211TR2010PLC001265,MIRC ELECTRONICS LIMITED,3.0,False,False,False,True,74921430.08,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.594079
L29020OR2010PLC001266,MIRZA INTERNATIONAL LIMITED,3.0,False,False,False,True,96706382.9,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.598405
L11669BR2010PLC001267,MITCON CONSULTANCY & ENGINEERI,3.0,False,False,False,True,349973690.63,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.602414
L42685GA2010PLC001268,MITTAL LIFE STYLE LIMITED,3.0,False,False,False,True,338861045.64,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.606312
L47075TN2010PLC001269,M K PROTEINS LIMITED,3.0,False,False,False,True,147736791.32,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.610383
L81375SK2010PLC001270,MM FORGINGS LIMITED,3.0,False,False,False,True,221530807.45,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.615127
L99202LD2010PLC001271,MMP INDUSTRIES LIMITED,3.0,False,False,False,True,357390594.04,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.618436
L97513CG2010PLC001272,MMTC LIMITED,3.0,False,False,False,True,263673763.5,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.621804
L21852KL2010PLC001273,ONE MOBIKWIK SYSTEMS LIMITED,3.0,False,False,False,True,297685620.27,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.625141
L77679TN2010PLC001274,MODI NATURALS LIMITED,3.0,False,False,False,True,270553191.47,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.628255
L83049MN2010PLC001275,MODI RUBBER LIMITED,3.0,False,False,False,True,1212650530.07,3,10.0,0.0,8,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.631353
L72392AS2010PLC001276,MODIS NAVNIRMAN LIMITED,3.0,False,False,False,True,370881314.0,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.634407
L86917KL2010PLC001277,MODISON LIMITED,3.0,False,False,False,True,158396055.25,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:32.637484
