case_id,company_id,company_cin,sector,character_score,capacity_score,capital_score,collateral_score,conditions_score,composite_score,decision,character_label,capacity_label,capital_label,collateral_label,conditions_label,computed_at
CAM_01095,COMP_01095,L98291DD2010PLC001095,Consumer Defensive,9.55,5.15,5.0,5.95,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:56.532191
CAM_01096,COMP_01096,L43480MZ2010PLC001096,Healthcare,8.05,4.79,5.0,5.9,6.5,6.09,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:56.576919
CAM_01097,COMP_01097,L37641ML2010PLC001097,Basic Materials,8.37,5.21,5.0,5.91,6.5,6.32,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:56.620030
CAM_01098,COMP_01098,L93950OR2010PLC001098,Basic Materials,9.55,4.64,5.0,5.95,6.5,6.5,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:56.665135
CAM_01099,COMP_01099,L40379MH2010PLC001099,Consumer Defensive,9.55,4.8,5.0,5.96,6.5,6.55,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:56.708654
CAM_01100,COMP_01100,L28471AN2010PLC001100,Industrials,9.55,4.59,5.0,5.79,6.5,6.47,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:56.752171
CAM_01101,COMP_01101,L52696DN2010PLC001101,Industrials,9.55,4.63,5.0,5.92,6.5,6.5,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:56.793973
CAM_01102,COMP_01102,L55143DD2010PLC001102,Basic Materials,9.55,5.11,5.0,5.88,6.5,6.64,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:56.836294
CAM_01103,COMP_01103,L42253ML2010PLC001103,Consumer Defensive,9.55,5.2,5.0,5.93,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:56.879338
CAM_01104,COMP_01104,L70954PY2010PLC001104,Technology,9.55,4.64,5.0,5.85,6.5,6.49,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:56.920507
CAM_01105,COMP_01105,L76712TS2010PLC001105,Basic Materials,9.55,5.09,5.0,5.92,6.5,6.63,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:56.963198
CAM_01106,COMP_01106,L58275KA2010PLC001106,Consumer Cyclical,9.55,4.95,5.0,5.85,6.5,6.59,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.004412
CAM_01107,COMP_01107,L60515NL2010PLC001107,Healthcare,8.09,4.58,5.0,5.66,6.2,5.99,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.045582
CAM_01108,COMP_01108,L61506AN2010PLC001108,Industrials,9.55,5.23,5.0,5.92,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.085695
CAM_01109,COMP_01109,L14141ML2010PLC001109,Industrials,9.55,4.63,5.0,5.93,6.5,6.5,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.126811
CAM_01110,COMP_01110,L26323GA2010PLC001110,Basic Materials,9.55,5.08,5.0,5.97,6.5,6.64,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.168515
CAM_01111,COMP_01111,L54037MN2010PLC001111,Industrials,9.55,5.18,5.0,5.75,6.5,6.64,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.210064
CAM_01112,COMP_01112,L37528DD2010PLC001112,Industrials,9.55,5.25,5.0,5.93,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.251285
CAM_01113,COMP_01113,L88204GJ2010PLC001113,Basic Materials,8.26,4.67,5.0,5.87,6.5,6.12,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.292204
CAM_01114,COMP_01114,L11850MH2010PLC001114,Technology,9.55,5.19,5.0,5.83,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.333119
CAM_01115,COMP_01115,L73338AN2010PLC001115,Consumer Cyclical,9.55,5.29,5.0,5.97,6.5,6.7,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.373669
CAM_01116,COMP_01116,L60681AP2010PLC001116,Financial Services,9.55,4.04,5.0,5.85,6.5,6.31,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.416727
CAM_01117,COMP_01117,L58810MP2010PLC001117,Basic Materials,9.55,5.19,5.0,5.91,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.464857
CAM_01118,COMP_01118,L83120TN2010PLC001118,Consumer Defensive,9.55,5.19,5.0,5.96,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.511876
CAM_01119,COMP_01119,L29980AP2010PLC001119,Consumer Cyclical,9.55,5.29,5.0,5.93,6.5,6.7,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.557588
CAM_01120,COMP_01120,L95915AS2010PLC001120,Industrials,7.67,5.25,5.0,5.91,6.5,6.12,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.600771
CAM_01121,COMP_01121,L21857AS2010PLC001121,Consumer Cyclical,8.25,5.18,5.0,5.99,6.5,6.28,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.645089
CAM_01122,COMP_01122,L55801TR2010PLC001122,Healthcare,8.06,5.18,5.0,5.98,6.5,6.22,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.689714
CAM_01123,COMP_01123,L95704BR2010PLC001123,Consumer Cyclical,9.55,4.7,5.0,5.96,6.5,6.52,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.738552
CAM_01124,COMP_01124,L48572MZ2010PLC001124,Real Estate,9.55,4.54,5.0,5.9,6.5,6.47,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.782313
CAM_01125,COMP_01125,L37152ML2010PLC001125,Consumer Cyclical,8.4,4.35,5.0,5.99,6.5,6.07,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.827612
CAM_01126,COMP_01126,L36543AP2010PLC001126,Consumer Cyclical,9.55,4.62,5.0,5.98,5.5,6.4,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.871004
CAM_01127,COMP_01127,L99622AS2010PLC001127,Healthcare,8.15,5.16,5.0,5.97,6.2,6.21,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.913115
CAM_01128,COMP_01128,L55466GA2010PLC001128,Industrials,7.58,5.23,5.0,5.84,6.5,6.08,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.955784
CAM_01129,COMP_01129,L46583ML2010PLC001129,Industrials,9.05,4.83,5.0,5.94,6.5,6.41,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:57.999444
CAM_01130,COMP_01130,L44373MN2010PLC001130,Healthcare,8.62,4.69,5.0,5.95,6.5,6.24,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.044904
CAM_01131,COMP_01131,L33008KA2010PLC001131,Consumer Cyclical,9.55,4.58,5.0,5.91,6.5,6.48,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.087395
CAM_01132,COMP_01132,L38717KL2010PLC001132,Healthcare,8.14,5.01,5.0,5.97,5.5,6.09,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.131200
CAM_01133,COMP_01133,L33838TR2010PLC001133,Financial Services,9.55,4.45,5.0,5.72,6.5,6.42,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.174447
CAM_01134,COMP_01134,L28226DD2010PLC001134,Consumer Defensive,9.55,4.79,5.0,5.95,6.5,6.55,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.217185
CAM_01135,COMP_01135,L51197BR2010PLC001135,Consumer Cyclical,9.55,5.12,5.0,5.95,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.260517
CAM_01136,COMP_01136,L90703MH2010PLC001136,Consumer Cyclical,9.55,4.73,5.0,5.97,6.5,6.53,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.303974
CAM_01137,COMP_01137,L91028MH2010PLC001137,Healthcare,8.17,4.48,5.0,5.65,6.5,6.01,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.347456
CAM_01138,COMP_01138,L81495TR2010PLC001138,Industrials,7.65,5.21,5.0,5.91,6.5,6.1,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.390447
CAM_01139,COMP_01139,L43680TN2010PLC001139,Financial Services,9.55,4.89,5.0,5.65,6.5,6.55,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.435443
CAM_01140,COMP_01140,L97169DN2010PLC001140,Consumer Cyclical,9.55,5.21,5.0,5.91,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.476961
CAM_01141,COMP_01141,L49727GJ2010PLC001141,Technology,7.57,5.02,5.0,5.89,6.5,6.02,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.520031
CAM_01142,COMP_01142,L92193GA2010PLC001142,Consumer Cyclical,9.55,5.03,5.0,5.84,6.5,6.61,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.567688
CAM_01143,COMP_01143,L43307WB2010PLC001143,Consumer Cyclical,9.55,5.24,5.0,5.97,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.610977
CAM_01144,COMP_01144,L93684MZ2010PLC001144,Consumer Cyclical,9.55,5.23,5.0,5.95,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.652281
CAM_01145,COMP_01145,L40380ML2010PLC001145,Financial Services,7.59,4.44,5.0,5.9,6.5,5.85,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.695698
CAM_01146,COMP_01146,L65406AR2010PLC001146,Financial Services,9.55,4.98,5.0,5.65,6.5,6.57,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.741391
CAM_01147,COMP_01147,L67199ML2010PLC001147,Energy,9.55,5.05,5.0,5.85,6.5,6.62,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.782287
CAM_01148,COMP_01148,L22075SK2010PLC001148,Industrials,9.55,5.08,5.0,5.82,5.5,6.52,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.828412
CAM_01149,COMP_01149,L66519MN2010PLC001149,Healthcare,8.16,4.89,5.0,5.68,6.5,6.13,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.870462
CAM_01150,COMP_01150,L44046BR2010PLC001150,Basic Materials,9.55,5.08,5.0,5.89,6.5,6.63,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.910939
CAM_01151,COMP_01151,L14849ML2010PLC001151,Industrials,9.55,5.06,5.0,5.94,5.5,6.53,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.951236
CAM_01152,COMP_01152,L82671PY2010PLC001152,Basic Materials,9.55,5.27,5.0,5.86,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:58.990792
CAM_01153,COMP_01153,L99158AP2010PLC001153,Basic Materials,9.55,5.28,5.0,5.88,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.033603
CAM_01154,COMP_01154,L17582PY2010PLC001154,Industrials,9.55,5.11,5.0,5.92,6.5,6.64,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.075102
CAM_01155,COMP_01155,L82659DN2010PLC001155,Real Estate,9.55,5.23,5.0,5.65,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.118453
CAM_01156,COMP_01156,L33690MP2010PLC001156,Industrials,9.55,5.28,5.0,5.76,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.160438
CAM_01157,COMP_01157,L56117GA2010PLC001157,Basic Materials,9.55,5.13,5.0,5.86,6.5,6.64,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.201880
CAM_01158,COMP_01158,L99723ML2010PLC001158,Industrials,9.55,4.34,5.0,5.84,6.5,6.4,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.240516
CAM_01159,COMP_01159,L49796MZ2010PLC001159,Healthcare,7.99,5.06,5.0,5.92,6.5,6.16,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.281514
CAM_01160,COMP_01160,L58094PY2010PLC001160,Consumer Cyclical,9.55,4.86,5.0,5.96,6.5,6.57,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.327089
CAM_01161,COMP_01161,L95244ML2010PLC001161,Consumer Cyclical,9.55,4.74,5.0,5.94,6.5,6.53,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.367650
CAM_01162,COMP_01162,L57308LD2010PLC001162,Real Estate,9.55,4.56,5.0,5.92,4.5,6.28,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Adverse,2026-03-12T15:06:59.408909
CAM_01163,COMP_01163,L89983PY2010PLC001163,Industrials,9.55,4.49,5.0,5.84,6.5,6.45,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.453115
CAM_01164,COMP_01164,L31817ML2010PLC001164,Financial Services,8.31,5.14,5.0,5.94,6.5,6.28,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.494431
CAM_01165,COMP_01165,L34642AS2010PLC001165,Consumer Defensive,9.55,5.1,5.0,5.9,6.5,6.63,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.537546
CAM_01166,COMP_01166,L92365MP2010PLC001166,Technology,8.92,4.78,5.0,5.89,6.5,6.35,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.581290
CAM_01167,COMP_01167,L74701DN2010PLC001167,Technology,9.55,4.68,5.0,5.65,6.5,6.48,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.628815
CAM_01168,COMP_01168,L86893KL2010PLC001168,Consumer Cyclical,9.55,5.23,5.0,5.94,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.660501
CAM_01169,COMP_01169,L22466DD2010PLC001169,Consumer Cyclical,9.55,4.74,5.0,5.94,6.5,6.53,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.684921
CAM_01170,COMP_01170,L32974LD2010PLC001170,Healthcare,7.89,5.12,5.0,5.72,6.5,6.13,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.713083
CAM_01171,COMP_01171,L93580TR2010PLC001171,Consumer Cyclical,9.55,5.24,5.0,5.9,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.737313
CAM_01172,COMP_01172,L48104BR2010PLC001172,Basic Materials,9.55,4.77,5.0,5.8,6.5,6.53,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.760203
CAM_01173,COMP_01173,L39168MZ2010PLC001173,Healthcare,8.33,5.03,5.0,5.8,6.5,6.24,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.783234
CAM_01174,COMP_01174,L87669MP2010PLC001174,Consumer Cyclical,9.55,4.71,5.0,5.91,6.5,6.52,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.806641
CAM_01175,COMP_01175,L66766OR2010PLC001175,Consumer Cyclical,9.55,5.26,5.0,5.94,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.829069
CAM_01176,COMP_01176,L37983TN2010PLC001176,Financial Services,9.55,3.88,5.0,5.91,6.5,6.27,APPROVE WITH CONDITIONS,Low Risk,Inadequate,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.851305
CAM_01177,COMP_01177,L98873ML2010PLC001177,Basic Materials,7.57,5.28,5.0,5.92,6.5,6.1,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.874056
CAM_01178,COMP_01178,L16535NL2010PLC001178,Industrials,9.55,5.28,5.0,5.93,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.896708
CAM_01179,COMP_01179,L51061KL2010PLC001179,Industrials,7.63,5.07,5.0,5.94,6.5,6.05,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.920114
CAM_01180,COMP_01180,L69052TR2010PLC001180,Industrials,9.55,5.27,5.0,5.91,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.942898
CAM_01181,COMP_01181,L54699CG2010PLC001181,Basic Materials,9.55,5.16,5.0,5.83,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.965738
CAM_01182,COMP_01182,L83583AS2010PLC001182,Consumer Defensive,9.55,4.49,5.0,5.99,5.5,6.36,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:59.988483
CAM_01183,COMP_01183,L78513BR2010PLC001183,Basic Materials,8.05,4.84,5.0,5.93,6.5,6.11,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.012316
CAM_01184,COMP_01184,L31187DN2010PLC001184,Financial Services,9.55,4.94,5.0,5.68,6.5,6.57,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.034951
CAM_01185,COMP_01185,L41671JH2010PLC001185,Financial Services,9.55,4.42,5.0,5.9,6.5,6.43,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.057660
CAM_01186,COMP_01186,L65115GJ2010PLC001186,Basic Materials,9.55,5.27,5.0,5.97,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.079940
CAM_01187,COMP_01187,L28767KA2010PLC001187,Industrials,9.55,4.4,5.0,5.91,6.5,6.43,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.102677
CAM_01188,COMP_01188,L46596MZ2010PLC001188,Industrials,9.55,5.16,5.0,5.88,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.126281
CAM_01189,COMP_01189,L91140LD2010PLC001189,Real Estate,9.55,5.07,5.0,5.82,6.5,6.62,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.148934
CAM_01190,COMP_01190,L57773AN2010PLC001190,Industrials,9.55,5.26,5.0,5.85,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.171586
CAM_01191,COMP_01191,L76364AN2010PLC001191,Financial Services,9.55,4.86,5.0,5.92,4.5,6.37,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Adverse,2026-03-12T15:07:00.195167
CAM_01192,COMP_01192,L21518DD2010PLC001192,Basic Materials,9.55,4.39,5.0,5.86,6.5,6.42,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.218092
CAM_01193,COMP_01193,L22400SK2010PLC001193,Basic Materials,9.55,5.01,5.0,5.95,6.5,6.61,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.240578
CAM_01194,COMP_01194,L35829MH2010PLC001194,Industrials,9.55,5.04,5.0,5.96,5.5,6.52,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.262905
CAM_01195,COMP_01195,L21944ML2010PLC001195,Basic Materials,9.55,5.03,5.0,5.96,5.5,6.52,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.290256
CAM_01196,COMP_01196,L35900NL2010PLC001196,Industrials,7.75,5.01,5.0,5.93,6.5,6.07,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.314528
CAM_01197,COMP_01197,L57840OR2010PLC001197,Basic Materials,9.07,4.65,5.0,5.93,6.5,6.36,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.337675
CAM_01198,COMP_01198,L42886AN2010PLC001198,Industrials,9.55,4.99,5.0,5.99,5.5,6.51,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.361065
CAM_01199,COMP_01199,L52497BR2010PLC001199,Industrials,8.95,5.23,5.0,5.86,6.5,6.49,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.384233
CAM_01200,COMP_01200,L84018ML2010PLC001200,Basic Materials,7.59,4.97,5.0,5.95,5.5,5.91,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.407841
CAM_01201,COMP_01201,L65388TS2010PLC001201,Basic Materials,9.55,4.88,5.0,5.87,6.5,6.57,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.433093
CAM_01202,COMP_01202,L17402DN2010PLC001202,Financial Services,9.55,4.98,5.0,5.75,6.5,6.58,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.456690
CAM_01203,COMP_01203,L93249SK2010PLC001203,Financial Services,9.55,5.31,5.0,5.81,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.479897
CAM_01204,COMP_01204,L95363JH2010PLC001204,Financial Services,7.64,4.45,5.0,5.76,6.5,5.85,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.504107
CAM_01205,COMP_01205,L28862ML2010PLC001205,Healthcare,8.17,5.06,5.0,5.97,6.5,6.22,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.527500
CAM_01206,COMP_01206,L48018GA2010PLC001206,Basic Materials,8.5,5.07,5.0,5.94,6.5,6.32,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.552089
CAM_01207,COMP_01207,L12588TN2010PLC001207,Basic Materials,9.02,4.46,5.0,5.83,6.5,6.28,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.575464
CAM_01208,COMP_01208,L51130MN2010PLC001208,Industrials,9.55,5.23,5.0,5.94,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.598508
CAM_01209,COMP_01209,L25793KL2010PLC001209,Healthcare,7.95,5.11,5.0,5.94,6.5,6.16,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.622843
CAM_01210,COMP_01210,L80006PY2010PLC001210,Consumer Cyclical,9.55,5.16,5.0,5.91,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.645335
CAM_01211,COMP_01211,L78881MH2010PLC001211,Consumer Defensive,9.55,4.61,5.0,5.82,6.5,6.48,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:07:00.684469
CAM_01212,COMP_01212,L69052TR2010PLC001212,Basic Materials,9.55,4.7,5.0,5.99,4.5,6.32,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Adverse,2026-03-12T15:07:00.713773
