case_id,company_id,company_cin,sector,anomaly_score_raw,anomaly_score_normalized,isolation_forest_label,anomaly_classification,feature_percentile_ranks,n_sector_peers,model_n_estimators,processed_timestamp
CAM_01785,COMP_01785,L81380ML2010PLC001785,Industrials,-0.510227,0.6869,normal,normal,"{""dscr"": 89.4, ""debt_to_equity"": 1.9, ""interest_coverage"": 89.2, ""ebitda_margin"": 19.9, ""pat_margin"": 38.7}",462,200,2026-03-12T13:20:11.111084
CAM_01797,COMP_01797,L36084ML2010PLC001797,Industrials,-0.466751,0.8375,normal,normal,"{""dscr"": 34.8, ""debt_to_equity"": 80.3, ""interest_coverage"": 34.8, ""ebitda_margin"": 92.2, ""pat_margin"": 78.1}",462,200,2026-03-12T13:20:11.111259
CAM_01809,COMP_01809,L71168TN2010PLC001809,Industrials,-0.43086,0.962,normal,normal,"{""dscr"": 56.7, ""debt_to_equity"": 27.3, ""interest_coverage"": 48.3, ""ebitda_margin"": 44.4, ""pat_margin"": 47.2}",462,200,2026-03-12T13:20:11.111433
CAM_01810,COMP_01810,L49692BR2010PLC001810,Industrials,-0.509355,0.6899,normal,normal,"{""dscr"": 3.0, ""debt_to_equity"": 78.6, ""interest_coverage"": 1.9, ""ebitda_margin"": 52.6, ""pat_margin"": 10.8}",462,200,2026-03-12T13:20:11.111642
CAM_01812,COMP_01812,L50407WB2010PLC001812,Industrials,-0.485027,0.7742,normal,normal,"{""dscr"": 81.2, ""debt_to_equity"": 27.1, ""interest_coverage"": 87.9, ""ebitda_margin"": 79.7, ""pat_margin"": 91.3}",462,200,2026-03-12T13:20:11.111826
CAM_01814,COMP_01814,L33866GJ2010PLC001814,Industrials,-0.472605,0.8173,normal,normal,"{""dscr"": 79.4, ""debt_to_equity"": 19.7, ""interest_coverage"": 63.6, ""ebitda_margin"": 6.9, ""pat_margin"": 19.9}",462,200,2026-03-12T13:20:11.112002
CAM_01824,COMP_01824,L82087JH2010PLC001824,Industrials,-0.443422,0.9184,normal,normal,"{""dscr"": 33.8, ""debt_to_equity"": 65.4, ""interest_coverage"": 30.1, ""ebitda_margin"": 73.4, ""pat_margin"": 58.7}",462,200,2026-03-12T13:20:11.112174
CAM_01826,COMP_01826,L40399CG2010PLC001826,Industrials,-0.461424,0.856,normal,normal,"{""dscr"": 75.3, ""debt_to_equity"": 47.0, ""interest_coverage"": 84.0, ""ebitda_margin"": 38.3, ""pat_margin"": 56.1}",462,200,2026-03-12T13:20:11.112348
CAM_01829,COMP_01829,L10754MN2010PLC001829,Industrials,-0.495178,0.739,normal,normal,"{""dscr"": 93.1, ""debt_to_equity"": 16.5, ""interest_coverage"": 93.7, ""ebitda_margin"": 56.9, ""pat_margin"": 77.3}",462,200,2026-03-12T13:20:11.112550
CAM_01834,COMP_01834,L29299DD2010PLC001834,Industrials,-0.468167,0.8326,normal,normal,"{""dscr"": 63.9, ""debt_to_equity"": 26.8, ""interest_coverage"": 61.0, ""ebitda_margin"": 85.1, ""pat_margin"": 82.7}",462,200,2026-03-12T13:20:11.112747
CAM_01835,COMP_01835,L77081AR2010PLC001835,Industrials,-0.477318,0.8009,normal,normal,"{""dscr"": 56.1, ""debt_to_equity"": 24.0, ""interest_coverage"": 26.6, ""ebitda_margin"": 4.3, ""pat_margin"": 6.5}",462,200,2026-03-12T13:20:11.112926
CAM_01836,COMP_01836,L55683GA2010PLC001836,Industrials,-0.487367,0.7661,normal,normal,"{""dscr"": 81.4, ""debt_to_equity"": 18.0, ""interest_coverage"": 73.4, ""ebitda_margin"": 4.5, ""pat_margin"": 18.0}",462,200,2026-03-12T13:20:11.113100
CAM_01843,COMP_01843,L96484GJ2010PLC001843,Industrials,-0.473423,0.8144,normal,normal,"{""dscr"": 71.4, ""debt_to_equity"": 44.2, ""interest_coverage"": 82.9, ""ebitda_margin"": 79.4, ""pat_margin"": 87.7}",462,200,2026-03-12T13:20:11.113275
CAM_01845,COMP_01845,L49468LD2010PLC001845,Industrials,-0.434157,0.9505,normal,normal,"{""dscr"": 38.7, ""debt_to_equity"": 59.7, ""interest_coverage"": 42.4, ""ebitda_margin"": 50.2, ""pat_margin"": 48.7}",462,200,2026-03-12T13:20:11.113449
CAM_01852,COMP_01852,L72461AP2010PLC001852,Industrials,-0.503977,0.7085,normal,normal,"{""dscr"": 6.9, ""debt_to_equity"": 99.1, ""interest_coverage"": 6.1, ""ebitda_margin"": 77.5, ""pat_margin"": 33.1}",462,200,2026-03-12T13:20:11.113659
CAM_01854,COMP_01854,L85571LD2010PLC001854,Industrials,-0.489612,0.7583,normal,normal,"{""dscr"": 31.8, ""debt_to_equity"": 78.8, ""interest_coverage"": 25.1, ""ebitda_margin"": 7.6, ""pat_margin"": 10.2}",462,200,2026-03-12T13:20:11.113843
CAM_01866,COMP_01866,L45678GA2010PLC001866,Industrials,-0.486068,0.7706,normal,normal,"{""dscr"": 69.7, ""debt_to_equity"": 52.6, ""interest_coverage"": 66.5, ""ebitda_margin"": 87.2, ""pat_margin"": 89.6}",462,200,2026-03-12T13:20:11.114015
CAM_01871,COMP_01871,L47267PY2010PLC001871,Industrials,-0.445315,0.9118,normal,normal,"{""dscr"": 14.3, ""debt_to_equity"": 68.2, ""interest_coverage"": 11.9, ""ebitda_margin"": 54.3, ""pat_margin"": 30.5}",462,200,2026-03-12T13:20:11.114190
CAM_01875,COMP_01875,L99342DD2010PLC001875,Industrials,-0.526112,0.6318,normal,normal,"{""dscr"": 98.7, ""debt_to_equity"": 11.9, ""interest_coverage"": 94.2, ""ebitda_margin"": 63.6, ""pat_margin"": 81.4}",462,200,2026-03-12T13:20:11.114361
CAM_01878,COMP_01878,L18472KL2010PLC001878,Industrials,-0.541085,0.5799,outlier,anomalous,"{""dscr"": 19.0, ""debt_to_equity"": 98.1, ""interest_coverage"": 38.7, ""ebitda_margin"": 98.5, ""pat_margin"": 93.1}",462,200,2026-03-12T13:20:11.114566
CAM_01889,COMP_01889,L83284TR2010PLC001889,Industrials,-0.424936,0.9825,normal,normal,"{""dscr"": 50.4, ""debt_to_equity"": 43.5, ""interest_coverage"": 44.2, ""ebitda_margin"": 43.5, ""pat_margin"": 45.0}",462,200,2026-03-12T13:20:11.114753
CAM_01894,COMP_01894,L77760MH2010PLC001894,Industrials,-0.427277,0.9744,normal,normal,"{""dscr"": 56.5, ""debt_to_equity"": 41.3, ""interest_coverage"": 47.4, ""ebitda_margin"": 47.6, ""pat_margin"": 50.2}",462,200,2026-03-12T13:20:11.114931
CAM_01914,COMP_01914,L99978MN2010PLC001914,Industrials,-0.460126,0.8605,normal,normal,"{""dscr"": 81.8, ""debt_to_equity"": 33.1, ""interest_coverage"": 81.0, ""ebitda_margin"": 21.4, ""pat_margin"": 39.0}",462,200,2026-03-12T13:20:11.115105
CAM_01929,COMP_01929,L84221MH2010PLC001929,Industrials,-0.496391,0.7348,normal,normal,"{""dscr"": 3.5, ""debt_to_equity"": 81.6, ""interest_coverage"": 3.9, ""ebitda_margin"": 49.4, ""pat_margin"": 12.8}",462,200,2026-03-12T13:20:11.115282
CAM_01930,COMP_01930,L63838AP2010PLC001930,Industrials,-0.436797,0.9414,normal,normal,"{""dscr"": 60.8, ""debt_to_equity"": 35.3, ""interest_coverage"": 43.1, ""ebitda_margin"": 29.4, ""pat_margin"": 33.5}",462,200,2026-03-12T13:20:11.115460
CAM_01944,COMP_01944,L10788TN2010PLC001944,Industrials,-0.477776,0.7993,normal,normal,"{""dscr"": 23.6, ""debt_to_equity"": 80.7, ""interest_coverage"": 24.7, ""ebitda_margin"": 95.2, ""pat_margin"": 77.7}",462,200,2026-03-12T13:20:11.115697
CAM_01945,COMP_01945,L22006GJ2010PLC001945,Industrials,-0.438231,0.9364,normal,normal,"{""dscr"": 40.9, ""debt_to_equity"": 44.6, ""interest_coverage"": 39.0, ""ebitda_margin"": 58.0, ""pat_margin"": 51.1}",462,200,2026-03-12T13:20:11.115882
CAM_01947,COMP_01947,L19826DD2010PLC001947,Industrials,-0.508877,0.6915,normal,normal,"{""dscr"": 4.8, ""debt_to_equity"": 82.7, ""interest_coverage"": 6.5, ""ebitda_margin"": 85.9, ""pat_margin"": 39.6}",462,200,2026-03-12T13:20:11.116058
CAM_01948,COMP_01948,L12948LD2010PLC001948,Industrials,-0.56653,0.4917,outlier,anomalous,"{""dscr"": 97.2, ""debt_to_equity"": 9.5, ""interest_coverage"": 99.1, ""ebitda_margin"": 71.6, ""pat_margin"": 91.8}",462,200,2026-03-12T13:20:11.116232
CAM_01963,COMP_01963,L84213WB2010PLC001963,Industrials,-0.451632,0.89,normal,normal,"{""dscr"": 50.9, ""debt_to_equity"": 50.6, ""interest_coverage"": 50.6, ""ebitda_margin"": 10.8, ""pat_margin"": 22.1}",462,200,2026-03-12T13:20:11.116407
CAM_01964,COMP_01964,L74382DN2010PLC001964,Industrials,-0.441269,0.9259,normal,normal,"{""dscr"": 52.2, ""debt_to_equity"": 40.9, ""interest_coverage"": 37.9, ""ebitda_margin"": 37.2, ""pat_margin"": 36.6}",462,200,2026-03-12T13:20:11.116619
CAM_01966,COMP_01966,L56965AS2010PLC001966,Industrials,-0.50193,0.7156,normal,normal,"{""dscr"": 29.7, ""debt_to_equity"": 92.4, ""interest_coverage"": 35.5, ""ebitda_margin"": 97.8, ""pat_margin"": 89.2}",462,200,2026-03-12T13:20:11.116808
CAM_01967,COMP_01967,L46184CG2010PLC001967,Industrials,-0.45017,0.895,normal,normal,"{""dscr"": 58.4, ""debt_to_equity"": 48.3, ""interest_coverage"": 71.0, ""ebitda_margin"": 35.5, ""pat_margin"": 47.4}",462,200,2026-03-12T13:20:11.116984
CAM_01982,COMP_01982,L95073LD2010PLC001982,Industrials,-0.465395,0.8422,normal,normal,"{""dscr"": 72.9, ""debt_to_equity"": 45.5, ""interest_coverage"": 81.8, ""ebitda_margin"": 31.2, ""pat_margin"": 49.6}",462,200,2026-03-12T13:20:11.117156
CAM_01983,COMP_01983,L55745KA2010PLC001983,Industrials,-0.471107,0.8224,normal,normal,"{""dscr"": 48.3, ""debt_to_equity"": 77.7, ""interest_coverage"": 45.9, ""ebitda_margin"": 93.1, ""pat_margin"": 84.8}",462,200,2026-03-12T13:20:11.117326
CAM_01987,COMP_01987,L53550GA2010PLC001987,Industrials,-0.446916,0.9063,normal,normal,"{""dscr"": 34.6, ""debt_to_equity"": 50.2, ""interest_coverage"": 43.7, ""ebitda_margin"": 16.7, ""pat_margin"": 23.4}",462,200,2026-03-12T13:20:11.117495
CAM_01989,COMP_01989,L27709TN2010PLC001989,Industrials,-0.477898,0.7989,normal,normal,"{""dscr"": 77.7, ""debt_to_equity"": 33.5, ""interest_coverage"": 70.3, ""ebitda_margin"": 5.8, ""pat_margin"": 19.7}",462,200,2026-03-12T13:20:11.117824
CAM_01991,COMP_01991,L34426DD2010PLC001991,Industrials,-0.444204,0.9157,normal,normal,"{""dscr"": 27.3, ""debt_to_equity"": 66.7, ""interest_coverage"": 21.4, ""ebitda_margin"": 79.0, ""pat_margin"": 55.2}",462,200,2026-03-12T13:20:11.118010
CAM_01993,COMP_01993,L75820OR2010PLC001993,Industrials,-0.581832,0.4387,outlier,anomalous,"{""dscr"": 13.2, ""debt_to_equity"": 89.2, ""interest_coverage"": 20.1, ""ebitda_margin"": 100.0, ""pat_margin"": 92.4}",462,200,2026-03-12T13:20:11.118185
CAM_01995,COMP_01995,L19383AP2010PLC001995,Industrials,-0.523153,0.642,normal,normal,"{""dscr"": 92.6, ""debt_to_equity"": 23.2, ""interest_coverage"": 97.0, ""ebitda_margin"": 75.3, ""pat_margin"": 93.7}",462,200,2026-03-12T13:20:11.118360
CAM_01999,COMP_01999,L44261KA2010PLC001999,Industrials,-0.448188,0.9019,normal,normal,"{""dscr"": 40.7, ""debt_to_equity"": 54.5, ""interest_coverage"": 58.2, ""ebitda_margin"": 84.6, ""pat_margin"": 81.2}",462,200,2026-03-12T13:20:11.118563
CAM_02000,COMP_02000,L72659AR2010PLC002000,Industrials,-0.445034,0.9128,normal,normal,"{""dscr"": 77.1, ""debt_to_equity"": 14.9, ""interest_coverage"": 77.5, ""ebitda_margin"": 65.4, ""pat_margin"": 76.4}",462,200,2026-03-12T13:20:11.118750
CAM_02006,COMP_02006,L90460AN2010PLC002006,Industrials,-0.434105,0.9507,normal,normal,"{""dscr"": 64.5, ""debt_to_equity"": 29.0, ""interest_coverage"": 59.7, ""ebitda_margin"": 70.3, ""pat_margin"": 70.6}",462,200,2026-03-12T13:20:11.119035
CAM_02009,COMP_02009,L74520GJ2010PLC002009,Industrials,-0.504558,0.7065,normal,normal,"{""dscr"": 58.0, ""debt_to_equity"": 12.6, ""interest_coverage"": 37.2, ""ebitda_margin"": 2.4, ""pat_margin"": 6.9}",462,200,2026-03-12T13:20:11.119297
CAM_02014,COMP_02014,L14358PY2010PLC002014,Industrials,-0.482755,0.7821,normal,normal,"{""dscr"": 66.9, ""debt_to_equity"": 17.7, ""interest_coverage"": 35.7, ""ebitda_margin"": 4.8, ""pat_margin"": 9.5}",462,200,2026-03-12T13:20:11.119518
CAM_02015,COMP_02015,L81853AN2010PLC002015,Industrials,-0.48111,0.7878,normal,normal,"{""dscr"": 69.3, ""debt_to_equity"": 7.4, ""interest_coverage"": 60.2, ""ebitda_margin"": 6.3, ""pat_margin"": 18.2}",462,200,2026-03-12T13:20:11.119724
CAM_02016,COMP_02016,L94502SK2010PLC002016,Industrials,-0.447157,0.9055,normal,normal,"{""dscr"": 57.6, ""debt_to_equity"": 25.8, ""interest_coverage"": 51.3, ""ebitda_margin"": 72.7, ""pat_margin"": 69.9}",462,200,2026-03-12T13:20:11.119907
CAM_02017,COMP_02017,L91900JH2010PLC002017,Industrials,-0.566603,0.4914,outlier,anomalous,"{""dscr"": 94.4, ""debt_to_equity"": 35.9, ""interest_coverage"": 97.8, ""ebitda_margin"": 76.6, ""pat_margin"": 94.6}",462,200,2026-03-12T13:20:11.120094
CAM_02018,COMP_02018,L80003NL2010PLC002018,Industrials,-0.536443,0.596,outlier,anomalous,"{""dscr"": 69.9, ""debt_to_equity"": 17.3, ""interest_coverage"": 42.9, ""ebitda_margin"": 0.4, ""pat_margin"": 4.3}",462,200,2026-03-12T13:20:11.120272
CAM_02019,COMP_02019,L51466MZ2010PLC002019,Industrials,-0.482731,0.7822,normal,normal,"{""dscr"": 64.7, ""debt_to_equity"": 58.0, ""interest_coverage"": 62.8, ""ebitda_margin"": 90.3, ""pat_margin"": 92.0}",462,200,2026-03-12T13:20:11.120448
CAM_02021,COMP_02021,L10269NL2010PLC002021,Industrials,-0.48695,0.7675,normal,normal,"{""dscr"": 3.7, ""debt_to_equity"": 72.7, ""interest_coverage"": 3.2, ""ebitda_margin"": 29.9, ""pat_margin"": 5.2}",462,200,2026-03-12T13:20:11.120663
CAM_02026,COMP_02026,L89707KL2010PLC002026,Industrials,-0.452778,0.886,normal,normal,"{""dscr"": 38.5, ""debt_to_equity"": 67.3, ""interest_coverage"": 37.0, ""ebitda_margin"": 86.4, ""pat_margin"": 73.6}",462,200,2026-03-12T13:20:11.120848
CAM_02027,COMP_02027,L54671OR2010PLC002027,Industrials,-0.499408,0.7244,normal,normal,"{""dscr"": 73.6, ""debt_to_equity"": 27.5, ""interest_coverage"": 86.6, ""ebitda_margin"": 84.4, ""pat_margin"": 95.5}",462,200,2026-03-12T13:20:11.121025
CAM_02039,COMP_02039,L55813AR2010PLC002039,Industrials,-0.468036,0.8331,normal,normal,"{""dscr"": 73.2, ""debt_to_equity"": 11.5, ""interest_coverage"": 60.4, ""ebitda_margin"": 24.0, ""pat_margin"": 35.3}",462,200,2026-03-12T13:20:11.121200
CAM_02041,COMP_02041,L26493MH2010PLC002041,Industrials,-0.523457,0.641,normal,normal,"{""dscr"": 70.1, ""debt_to_equity"": 41.6, ""interest_coverage"": 89.8, ""ebitda_margin"": 83.5, ""pat_margin"": 95.7}",462,200,2026-03-12T13:20:11.121372
CAM_02044,COMP_02044,L48582NL2010PLC002044,Industrials,-0.430955,0.9616,normal,normal,"{""dscr"": 37.4, ""debt_to_equity"": 46.5, ""interest_coverage"": 36.1, ""ebitda_margin"": 45.2, ""pat_margin"": 42.4}",462,200,2026-03-12T13:20:11.121576
CAM_02045,COMP_02045,L23360SK2010PLC002045,Industrials,-0.466165,0.8396,normal,normal,"{""dscr"": 20.6, ""debt_to_equity"": 90.5, ""interest_coverage"": 36.8, ""ebitda_margin"": 53.2, ""pat_margin"": 48.1}",462,200,2026-03-12T13:20:11.121770
CAM_02051,COMP_02051,L59184DN2010PLC002051,Industrials,-0.467952,0.8334,normal,normal,"{""dscr"": 15.2, ""debt_to_equity"": 82.9, ""interest_coverage"": 24.5, ""ebitda_margin"": 91.1, ""pat_margin"": 71.0}",462,200,2026-03-12T13:20:11.121960
CAM_02054,COMP_02054,L16314GJ2010PLC002054,Industrials,-0.49101,0.7535,normal,normal,"{""dscr"": 18.6, ""debt_to_equity"": 93.9, ""interest_coverage"": 29.7, ""ebitda_margin"": 14.3, ""pat_margin"": 17.5}",462,200,2026-03-12T13:20:11.122142
CAM_02066,COMP_02066,L51531PY2010PLC002066,Industrials,-0.46862,0.8311,normal,normal,"{""dscr"": 20.3, ""debt_to_equity"": 56.7, ""interest_coverage"": 11.5, ""ebitda_margin"": 12.3, ""pat_margin"": 8.2}",462,200,2026-03-12T13:20:11.122317
CAM_02073,COMP_02073,L45769WB2010PLC002073,Industrials,-0.420061,0.9994,normal,normal,"{""dscr"": 46.3, ""debt_to_equity"": 51.1, ""interest_coverage"": 47.2, ""ebitda_margin"": 64.5, ""pat_margin"": 63.0}",462,200,2026-03-12T13:20:11.122515
CAM_02090,COMP_02090,L93327TR2010PLC002090,Industrials,-0.432429,0.9565,normal,normal,"{""dscr"": 70.6, ""debt_to_equity"": 28.8, ""interest_coverage"": 68.8, ""ebitda_margin"": 40.3, ""pat_margin"": 51.3}",462,200,2026-03-12T13:20:11.122716
CAM_02092,COMP_02092,L74372KL2010PLC002092,Industrials,-0.470608,0.8242,normal,normal,"{""dscr"": 23.8, ""debt_to_equity"": 43.1, ""interest_coverage"": 13.6, ""ebitda_margin"": 24.7, ""pat_margin"": 14.7}",462,200,2026-03-12T13:20:11.122893
CAM_02097,COMP_02097,L72064LD2010PLC002097,Industrials,-0.427209,0.9746,normal,normal,"{""dscr"": 63.2, ""debt_to_equity"": 26.0, ""interest_coverage"": 62.6, ""ebitda_margin"": 50.9, ""pat_margin"": 59.1}",462,200,2026-03-12T13:20:11.123063
CAM_02098,COMP_02098,L35515AN2010PLC002098,Industrials,-0.487475,0.7657,normal,normal,"{""dscr"": 67.1, ""debt_to_equity"": 14.1, ""interest_coverage"": 65.6, ""ebitda_margin"": 3.9, ""pat_margin"": 14.1}",462,200,2026-03-12T13:20:11.123235
CAM_02106,COMP_02106,L64014BR2010PLC002106,Industrials,-0.541227,0.5794,outlier,anomalous,"{""dscr"": 78.4, ""debt_to_equity"": 22.9, ""interest_coverage"": 58.9, ""ebitda_margin"": 0.2, ""pat_margin"": 6.3}",462,200,2026-03-12T13:20:11.123407
CAM_02122,COMP_02122,L17957GJ2010PLC002122,Industrials,-0.52349,0.6409,normal,normal,"{""dscr"": 83.1, ""debt_to_equity"": 45.2, ""interest_coverage"": 84.4, ""ebitda_margin"": 86.1, ""pat_margin"": 97.0}",462,200,2026-03-12T13:20:11.123613
CAM_02134,COMP_02134,L23652AS2010PLC002134,Industrials,-0.505232,0.7042,normal,normal,"{""dscr"": 95.2, ""debt_to_equity"": 12.1, ""interest_coverage"": 90.5, ""ebitda_margin"": 74.2, ""pat_margin"": 88.1}",462,200,2026-03-12T13:20:11.123794
CAM_02135,COMP_02135,L41695DD2010PLC002135,Industrials,-0.461776,0.8548,normal,normal,"{""dscr"": 13.6, ""debt_to_equity"": 86.1, ""interest_coverage"": 21.6, ""ebitda_margin"": 84.0, ""pat_margin"": 60.4}",462,200,2026-03-12T13:20:11.123967
CAM_02137,COMP_02137,L37383GJ2010PLC002137,Industrials,-0.583165,0.434,outlier,anomalous,"{""dscr"": 97.0, ""debt_to_equity"": 2.4, ""interest_coverage"": 97.6, ""ebitda_margin"": 80.7, ""pat_margin"": 99.6}",462,200,2026-03-12T13:20:11.124141
CAM_02141,COMP_02141,L37755MP2010PLC002141,Industrials,-0.498451,0.7277,normal,normal,"{""dscr"": 95.7, ""debt_to_equity"": 10.4, ""interest_coverage"": 93.1, ""ebitda_margin"": 55.8, ""pat_margin"": 76.0}",462,200,2026-03-12T13:20:11.124313
CAM_02147,COMP_02147,L39741MN2010PLC002147,Industrials,-0.43759,0.9386,normal,normal,"{""dscr"": 61.7, ""debt_to_equity"": 22.3, ""interest_coverage"": 50.4, ""ebitda_margin"": 54.1, ""pat_margin"": 55.0}",462,200,2026-03-12T13:20:11.124486
CAM_02151,COMP_02151,L34753JH2010PLC002151,Industrials,-0.500616,0.7202,normal,normal,"{""dscr"": 50.0, ""debt_to_equity"": 89.8, ""interest_coverage"": 67.1, ""ebitda_margin"": 46.1, ""pat_margin"": 57.4}",462,200,2026-03-12T13:20:11.124701
CAM_02159,COMP_02159,L78829MH2010PLC002159,Industrials,-0.465679,0.8413,normal,normal,"{""dscr"": 12.3, ""debt_to_equity"": 61.7, ""interest_coverage"": 7.4, ""ebitda_margin"": 41.8, ""pat_margin"": 20.6}",462,200,2026-03-12T13:20:11.124878
CAM_02171,COMP_02171,L55405WB2010PLC002171,Industrials,-0.478734,0.796,normal,normal,"{""dscr"": 41.8, ""debt_to_equity"": 75.1, ""interest_coverage"": 44.6, ""ebitda_margin"": 95.7, ""pat_margin"": 91.1}",462,200,2026-03-12T13:20:11.125051
CAM_02173,COMP_02173,L55473TR2010PLC002173,Industrials,-0.513618,0.6751,normal,normal,"{""dscr"": 87.0, ""debt_to_equity"": 3.0, ""interest_coverage"": 82.5, ""ebitda_margin"": 80.3, ""pat_margin"": 89.4}",462,200,2026-03-12T13:20:11.125222
CAM_02175,COMP_02175,L66543TR2010PLC002175,Industrials,-0.49199,0.7501,normal,normal,"{""dscr"": 5.6, ""debt_to_equity"": 96.3, ""interest_coverage"": 6.3, ""ebitda_margin"": 60.0, ""pat_margin"": 26.2}",462,200,2026-03-12T13:20:11.125395
CAM_02179,COMP_02179,L49484AP2010PLC002179,Industrials,-0.522998,0.6426,normal,normal,"{""dscr"": 92.9, ""debt_to_equity"": 5.2, ""interest_coverage"": 88.7, ""ebitda_margin"": 13.9, ""pat_margin"": 34.4}",462,200,2026-03-12T13:20:11.125596
CAM_02184,COMP_02184,L25767MZ2010PLC002184,Industrials,-0.447862,0.903,normal,normal,"{""dscr"": 31.6, ""debt_to_equity"": 53.9, ""interest_coverage"": 19.3, ""ebitda_margin"": 38.5, ""pat_margin"": 28.4}",462,200,2026-03-12T13:20:11.125780
CAM_02186,COMP_02186,L77513AS2010PLC002186,Industrials,-0.546027,0.5628,outlier,anomalous,"{""dscr"": 87.2, ""debt_to_equity"": 6.1, ""interest_coverage"": 85.7, ""ebitda_margin"": 3.0, ""pat_margin"": 17.1}",462,200,2026-03-12T13:20:11.125953
CAM_02188,COMP_02188,L70522WB2010PLC002188,Industrials,-0.499732,0.7232,normal,normal,"{""dscr"": 90.9, ""debt_to_equity"": 1.7, ""interest_coverage"": 87.2, ""ebitda_margin"": 57.1, ""pat_margin"": 73.4}",462,200,2026-03-12T13:20:11.126124
CAM_02194,COMP_02194,L11207AS2010PLC002194,Industrials,-0.439755,0.9311,normal,normal,"{""dscr"": 27.9, ""debt_to_equity"": 67.1, ""interest_coverage"": 23.8, ""ebitda_margin"": 73.2, ""pat_margin"": 54.5}",462,200,2026-03-12T13:20:11.126295
CAM_02197,COMP_02197,L78334SK2010PLC002197,Industrials,-0.495926,0.7364,normal,normal,"{""dscr"": 19.9, ""debt_to_equity"": 84.6, ""interest_coverage"": 9.3, ""ebitda_margin"": 8.7, ""pat_margin"": 3.9}",462,200,2026-03-12T13:20:11.126512
CAM_02205,COMP_02205,L33817TS2010PLC002205,Industrials,-0.462809,0.8512,normal,normal,"{""dscr"": 33.5, ""debt_to_equity"": 46.3, ""interest_coverage"": 15.8, ""ebitda_margin"": 16.5, ""pat_margin"": 11.3}",462,200,2026-03-12T13:20:11.126718
CAM_02212,COMP_02212,L10434MN2010PLC002212,Industrials,-0.448467,0.9009,normal,normal,"{""dscr"": 84.6, ""debt_to_equity"": 25.1, ""interest_coverage"": 76.4, ""ebitda_margin"": 33.5, ""pat_margin"": 48.9}",462,200,2026-03-12T13:20:11.126897
CAM_02222,COMP_02222,L57894MP2010PLC002222,Industrials,-0.449635,0.8969,normal,normal,"{""dscr"": 63.0, ""debt_to_equity"": 31.2, ""interest_coverage"": 56.5, ""ebitda_margin"": 12.6, ""pat_margin"": 25.3}",462,200,2026-03-12T13:20:11.127074
CAM_02230,COMP_02230,L89753DD2010PLC002230,Industrials,-0.458613,0.8658,normal,normal,"{""dscr"": 78.8, ""debt_to_equity"": 27.7, ""interest_coverage"": 66.9, ""ebitda_margin"": 16.0, ""pat_margin"": 30.3}",462,200,2026-03-12T13:20:11.127245
CAM_02236,COMP_02236,L84304PY2010PLC002236,Industrials,-0.49202,0.75,normal,normal,"{""dscr"": 55.8, ""debt_to_equity"": 70.8, ""interest_coverage"": 56.1, ""ebitda_margin"": 93.5, ""pat_margin"": 92.6}",462,200,2026-03-12T13:20:11.127416
CAM_00011,COMP_00011,L32392GJ2010PLC000011,Energy,-0.460262,0.6518,normal,normal,"{""dscr"": 16.2, ""debt_to_equity"": 81.1, ""interest_coverage"": 10.8, ""ebitda_margin"": 16.2, ""pat_margin"": 10.8}",37,100,2026-03-12T13:20:11.491472
CAM_00021,COMP_00021,L13871AS2010PLC000021,Energy,-0.496373,0.5072,normal,normal,"{""dscr"": 83.8, ""debt_to_equity"": 13.5, ""interest_coverage"": 78.4, ""ebitda_margin"": 18.9, ""pat_margin"": 37.8}",37,100,2026-03-12T13:20:11.491736
CAM_00043,COMP_00043,L74762TR2010PLC000043,Energy,-0.373347,1.0,normal,normal,"{""dscr"": 45.9, ""debt_to_equity"": 81.1, ""interest_coverage"": 48.6, ""ebitda_margin"": 75.7, ""pat_margin"": 78.4}",37,100,2026-03-12T13:20:11.491907
CAM_00057,COMP_00057,L45399MP2010PLC000057,Energy,-0.392567,0.923,normal,normal,"{""dscr"": 48.6, ""debt_to_equity"": 81.1, ""interest_coverage"": 59.5, ""ebitda_margin"": 59.5, ""pat_margin"": 78.4}",37,100,2026-03-12T13:20:11.492071
CAM_00058,COMP_00058,L82875JH2010PLC000058,Energy,-0.496599,0.5063,normal,normal,"{""dscr"": 62.2, ""debt_to_equity"": 37.8, ""interest_coverage"": 21.6, ""ebitda_margin"": 13.5, ""pat_margin"": 13.5}",37,100,2026-03-12T13:20:11.492226
CAM_00111,COMP_00111,L74913PY2010PLC000111,Energy,-0.373347,1.0,normal,normal,"{""dscr"": 45.9, ""debt_to_equity"": 81.1, ""interest_coverage"": 48.6, ""ebitda_margin"": 75.7, ""pat_margin"": 78.4}",37,100,2026-03-12T13:20:11.492380
CAM_00129,COMP_00129,L37986GJ2010PLC000129,Energy,-0.458784,0.6577,normal,normal,"{""dscr"": 70.3, ""debt_to_equity"": 35.1, ""interest_coverage"": 81.1, ""ebitda_margin"": 48.6, ""pat_margin"": 40.5}",37,100,2026-03-12T13:20:11.492574
CAM_00131,COMP_00131,L18748TN2010PLC000131,Energy,-0.422424,0.8034,normal,normal,"{""dscr"": 29.7, ""debt_to_equity"": 81.1, ""interest_coverage"": 27.0, ""ebitda_margin"": 35.1, ""pat_margin"": 29.7}",37,100,2026-03-12T13:20:11.492740
