SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,sector,project_sector,company_id,case_id,gstin,revenue_cr,profit_cr,debt_cr,equity_cr,interest_expense_cr,scenario_type,trend_type
KAMDHENU,Kamdhenu Limited,EQ,09-MAY-2006,1,1,INE390H01020,1,Basic Materials,Manufacturing,COMP_01037,CAM_01037,22MJRVN8807R1Z1,237.3351252633783,28.15246543958361,212.64399065598585,161.77869803282172,13.863097854621952,normal,stable
KAMOPAINTS,Kamdhenu Ventures Limited,EQ,24-JAN-2023,1,1,INE0BTI01037,1,Basic Materials,Manufacturing,COMP_01038,CAM_01038,21FSGSM4409Y1Z3,400.3095748288225,25.331096599515263,276.5171015255697,207.4165540736768,22.182994198768625,normal,growing
KANANIIND,Kanani Industries Limited,EQ,14-DEC-2011,1,1,INE879E01037,1,Consumer Cyclical,Retail,COMP_01039,CAM_01039,13HPYTH4008X1Z6,262.0320835380621,25.22306789503442,275.02045231799536,205.49258232939084,32.34187182239033,normal,volatile
KANORICHEM,Kanoria Chemicals & Industries Limited,EQ,08-FEB-1995,5,1,INE138C01024,5,Basic Materials,Manufacturing,COMP_01040,CAM_01040,33DEMMH1381J1Z5,384.58575489512685,62.50792165098392,234.2264160283332,171.65484845507882,24.43893581368816,normal,growing
KANPRPLA,Kanpur Plastipack Limited,EQ,01-JAN-2021,10,1,INE694E01014,10,Consumer Cyclical,Retail,COMP_01041,CAM_01041,32IETSR3137I1Z8,122.25133468185987,11.346657919225716,38.95476647520759,56.62405605735869,4.506221938889591,normal,growing
KANSAINER,Kansai Nerolac Paints Limited,EQ,15-SEP-2003,1,1,INE531A01024,1,Basic Materials,Manufacturing,COMP_01042,CAM_01042,30OAVWL3191A1Z2,234.84707993416512,38.57945180350036,144.89299503443107,133.4126420315746,9.39995301167264,normal,stable
KAPSTON,Kapston Services Limited,BE,27-MAY-2020,5,1,INE542Z01028,5,Industrials,Manufacturing,COMP_01043,CAM_01043,24MGGDL3657P1Z8,212.28885184855025,28.924307429955,74.89455867198508,113.81353912338236,3.7854169373662288,normal,stable
KARMAENG,Karma Energy Limited,EQ,28-JUN-2011,10,1,INE725L01011,10,Utilities,Infrastructure,COMP_01044,CAM_01044,12EFWYH6396S1Z2,873.77723666848,93.7332637261414,499.47630079790105,510.3726623987719,39.30807057452182,moderate_anomaly,growing
KARURVYSYA,Karur Vysya Bank Limited,EQ,26-JUL-2000,2,1,INE036D01028,2,Financial Services,NBFC,COMP_01045,CAM_01045,15DBDLH8943Y1Z3,123.42612572659444,20.90431151050304,146.08756767154637,97.39171178103092,5.525003316709795,moderate_anomaly,growing
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,14-DEC-2007,1000,1,INE234I01028,1000,Industrials,Manufacturing,COMP_01046,CAM_01046,18SCACG8090I1Z8,267.13775919284785,29.66038957339656,111.78005156043788,165.95576598099962,9.085545422793444,normal,volatile
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,BE,29-JAN-2008,10,1,INE641C01019,10,Technology,IT,COMP_01047,CAM_01047,16WWNKW1877J1Z8,40.37282272192479,4.007851881149235,7.200338626423138,21.756763500197167,0.5541911586694317,normal,declining
KAYA,Kaya Limited,EQ,14-AUG-2015,10,1,INE587G01015,10,Consumer Defensive,Retail,COMP_01048,CAM_01048,20JGPBM0203P1Z2,141.0182785306248,16.665622556899237,62.18601108160983,90.85983547670764,5.470218487717792,moderate_anomaly,declining
KAYNES,Kaynes Technology India Limited,EQ,22-NOV-2022,10,1,INE918Z01012,10,Technology,IT,COMP_01049,CAM_01049,13AENTG3878C1Z9,127.46122307522528,15.404324379564388,83.5557463228064,61.00581949931744,8.429265659537196,normal,stable
KCP,KCP Limited,EQ,09-APR-1997,1,1,INE805C01028,1,Basic Materials,Manufacturing,COMP_01050,CAM_01050,32NMMPO7643N1Z6,382.05284467292137,57.667456046565285,170.47726414647656,228.5220582487273,18.781981930793275,normal,stable
KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,11-JUN-1997,1,1,INE790B01024,1,Consumer Defensive,Retail,COMP_01051,CAM_01051,29KWCQH4935I1Z5,18.986461539977583,2.843798577004342,9.761096079272887,12.536738180421777,1.1330029783672917,normal,growing
KDDL,KDDL Limited,EQ,23-MAR-2016,10,1,INE291D01011,10,Consumer Cyclical,Retail,COMP_01052,CAM_01052,18KSKOZ9888Z1Z8,56.40320665960255,9.075958269848329,46.71140759409323,31.8891491846017,2.99645062427921,normal,declining
KEC,KEC International Limited,EQ,10-MAR-2006,2,1,INE389H01022,2,Industrials,Manufacturing,COMP_01053,CAM_01053,19MRSXL8258E1Z3,253.28145258170525,32.14895500440891,119.87954676286938,142.43407302134773,7.348539039334969,normal,volatile
KECL,Kirloskar Electric Company Limited,EQ,09-MAR-2010,10,1,INE134B01017,10,Industrials,Manufacturing,COMP_01054,CAM_01054,18CKCHQ5712O1Z4,271.60962242728544,48.421410338962055,272.6783319924796,205.18821887506732,17.880919282496478,normal,volatile
KEEPLEARN,DSJ Keep Learning Limited,EQ,01-MAR-1995,1,1,INE055C01020,1,Consumer Defensive,Retail,COMP_01055,CAM_01055,15UVJXD0404V1Z4,286.6801365070809,48.6636934202408,202.1409453134995,151.7823053484747,16.60047875382197,normal,declining
KEI,KEI Industries Limited,EQ,23-MAR-2006,2,1,INE878B01027,2,Industrials,Manufacturing,COMP_01056,CAM_01056,15IIUDR9617Z1Z5,461.1121158057493,57.11154954983518,63.62018181725723,205.66504840933715,6.417436703620212,normal,stable
KELLTONTEC,Kellton Tech Solutions Limited,EQ,02-MAR-2016,1,1,INE164B01030,1,Technology,IT,COMP_01057,CAM_01057,16QYTYI2985B1Z1,156.1956285867052,18.90619701738241,80.86547980930561,102.68993059663732,6.9668220655702,normal,stable
KERNEX,Kernex Microsystems (India) Limited,EQ,20-DEC-2005,10,1,INE202H01019,10,Technology,IT,COMP_01058,CAM_01058,21DCZRP7985N1Z6,603.2980121866199,74.98136678071091,256.41914154072003,459.3409528111269,15.586362909506954,normal,stable
KESORAMIND,Kesoram Industries Limited,BE,06-SEP-1995,10,1,INE087A01019,10,Basic Materials,Manufacturing,COMP_01059,CAM_01059,10VLAUY4319K1Z7,445.1349684943333,32.002903613535594,229.15711917736908,190.954898614092,13.285560688386996,normal,stable
KEYFINSERV,Keynote Financial Services Limited,EQ,26-JUN-1996,10,1,INE681C01015,10,Financial Services,NBFC,COMP_01060,CAM_01060,26BFWRW0191N1Z7,758.2227687274026,99.71310861244086,499.47630079790105,417.8546995805787,28.14254856399721,normal,growing
KFINTECH,Kfin Technologies Limited,EQ,29-DEC-2022,10,1,INE138Y01010,10,Technology,IT,COMP_01061,CAM_01061,12XEDCW7345J1Z6,139.72822911405677,17.46336573631642,42.54334962921427,93.12404370195412,4.423997813203905,normal,growing
KHADIM,Khadim India Limited,EQ,14-NOV-2017,10,1,INE834I01025,10,Consumer Cyclical,Retail,COMP_01062,CAM_01062,16BBQRQ3608A1Z6,20.05558410246348,3.4306827689990014,4.938458303486943,13.170274030393712,0.4975550718526952,moderate_anomaly,growing
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,EQ,30-OCT-2020,1,1,INE745B01028,1,Basic Materials,Manufacturing,COMP_01063,CAM_01063,20UTIPL2902Z1Z8,337.0513109839096,55.16963979444076,173.7630275957053,263.0449217269215,10.2599128724763,normal,stable
KHAITANLTD,Khaitan (India) Limited,EQ,20-DEC-1995,10,1,INE731C01018,10,Industrials,Manufacturing,COMP_01064,CAM_01064,28ELRLW2539G1Z4,158.50967951322252,8.980062421500046,71.9107012658983,83.52641842709036,7.9507275906745,moderate_anomaly,declining
KHANDSE,Khandwala Securities Limited,EQ,07-FEB-2001,10,1,INE060B01014,10,Financial Services,NBFC,COMP_01065,CAM_01065,24CPJIW4759V1Z8,562.7969220021346,35.28965274034171,499.47630079790105,398.20967692110776,16.333827711576113,normal,stable
KICL,Kalyani Investment Company Limited,EQ,14-JAN-2011,10,1,INE029L01018,10,Financial Services,NBFC,COMP_01066,CAM_01066,30WBJGR6738R1Z7,149.46329566408514,20.05333100603362,141.3653378858959,94.24355859059727,6.671335475332514,normal,stable
KILITCH,Kilitch Drugs (India) Limited,EQ,29-SEP-2010,10,1,INE729D01010,10,Healthcare,Pharma,COMP_01067,CAM_01067,21KDWZN6460H1Z5,122.9306766638137,9.290456340438974,82.53662168222512,63.3078215758055,8.004078372288447,normal,stable
KIMS,Krishna Institute of Medical Sciences Limited,EQ,28-JUN-2021,2,1,INE967H01025,2,Healthcare,Pharma,COMP_01068,CAM_01068,24RLHTR5784G1Z9,443.26171978604447,72.16062984422109,290.68771697758274,259.22683051120885,18.44439360338502,normal,volatile
KINGFA,Kingfa Science & Technology (India) Limited,EQ,15-NOV-2016,10,1,INE473D01015,10,Basic Materials,Manufacturing,COMP_01069,CAM_01069,24NPKSM9161K1Z7,146.50315005790645,18.96402698918414,27.59484338616743,89.43711510790659,2.016255404392332,normal,volatile
KIOCL,KIOCL Limited,EQ,29-NOV-2016,10,1,INE880L01014,10,Basic Materials,Manufacturing,COMP_01070,CAM_01070,28ZBVSN0312D1Z6,30.05326944712777,3.8843619895733767,9.620514746901538,14.33386462526216,0.8861859686819455,normal,growing
KIRIINDUS,Kiri Industries Limited,EQ,22-APR-2008,10,1,INE415I01015,10,Basic Materials,Manufacturing,COMP_01071,CAM_01071,32VHIQK0094H1Z4,425.44704160601736,55.67118807284837,192.3357258036905,229.08668781513165,14.464161617662914,normal,growing
KIRLOSBROS,Kirloskar Brothers Limited,EQ,20-APR-2010,2,1,INE732A01036,2,Industrials,Manufacturing,COMP_01072,CAM_01072,33JRAUL7694X1Z9,348.6040367781821,32.10118403598016,185.1268461243962,193.0867422110377,13.433919406747073,normal,declining
KIRLOSENG,Kirloskar Oil Engines Limited,EQ,24-DEC-2010,2,1,INE146L01010,2,Industrials,Manufacturing,COMP_01073,CAM_01073,34XPVYU5413A1Z8,281.85791514078403,44.68983731963095,126.6271067431734,136.6380346069372,10.91281790898832,normal,declining
KIRLOSIND,Kirloskar Industries Limited,EQ,24-JUN-2010,10,1,INE250A01039,10,Industrials,Manufacturing,COMP_01074,CAM_01074,36CIVFF6637U1Z1,78.78747267917588,12.368894927605156,24.10181511125541,39.04634481954637,1.792098545445395,normal,volatile
KIRLPNU,Kirloskar Pneumatic Company Limited,EQ,26-APR-2023,2,1,INE811A01020,2,Industrials,Manufacturing,COMP_01075,CAM_01075,21GEAIR4435W1Z7,327.4032091744587,38.706694934721,70.714693468614,186.235490287525,5.891489485367028,normal,stable
KITEX,Kitex Garments Limited,EQ,25-SEP-2012,1,1,INE602G01020,1,Consumer Cyclical,Retail,COMP_01076,CAM_01076,21PVAMZ4871C1Z3,110.37611901443698,10.99689371709886,58.79270116927939,45.667184252569136,3.712903965178756,normal,stable
KKCL,Kewal Kiran Clothing Limited,EQ,13-APR-2006,10,1,INE401H01017,10,Consumer Cyclical,Retail,COMP_01077,CAM_01077,15VORYN8260O1Z6,58.67381038877557,6.486807851376112,49.82895820778595,46.47181491885839,2.6891205584714686,moderate_anomaly,stable
KMEW,Knowledge Marine & Engineering Works Limited,EQ,14-NOV-2024,5,1,INE0CJD01029,5,Industrials,Manufacturing,COMP_01078,CAM_01078,25GVTYT3898E1Z4,453.64951240967247,33.36841620656163,360.92638453558527,252.3515035870972,39.30807057452182,normal,stable
KMSUGAR,K.M.Sugar Mills Limited,EQ,31-MAY-2007,2,1,INE157H01023,2,Consumer Defensive,Retail,COMP_01079,CAM_01079,36BVHLB9532O1Z3,46.009718584425165,5.386514171543932,27.206555622745714,33.36012988359452,3.185339234411951,normal,growing
KNAGRI,KN Agri Resources Limited,EQ,09-DEC-2025,10,1,INE0KNW01016,10,Consumer Defensive,Retail,COMP_01080,CAM_01080,24JRQNY2567D1Z4,222.9883792226665,11.393718356953212,59.46317268928917,113.60962658740912,4.863653849251718,moderate_anomaly,stable
KNRCON,KNR Constructions Limited,EQ,18-FEB-2008,2,1,INE634I01029,2,Industrials,Manufacturing,COMP_01081,CAM_01081,16WDHPO2244F1Z4,152.2293326260177,19.35904325211273,91.22018985675597,116.61174635642172,6.974228360249116,normal,declining
KOHINOOR,Kohinoor Foods Limited,EQ,20-OCT-1999,10,1,INE080B01012,10,Consumer Defensive,Retail,COMP_01082,CAM_01082,15IIUCO0492S1Z3,289.117011036796,27.28831301302702,260.3412874776095,187.81186776280205,20.63417749043353,normal,stable
KOKUYOCMLN,Kokuyo Camlin Limited,EQ,28-JUL-2008,1,1,INE760A01029,1,Industrials,Manufacturing,COMP_01083,CAM_01083,32IUPTG3261M1Z7,200.28421236455867,18.555063708167804,44.40002090880981,127.58091433228168,4.082669960210154,normal,declining
KOLTEPATIL,Kolte - Patil Developers Limited,EQ,13-DEC-2007,10,1,INE094I01018,10,Real Estate,Infrastructure,COMP_01084,CAM_01084,24TUHJR5667C1Z3,708.5806836028635,99.71310861244086,277.1831681046583,510.3726623987719,19.346952840060386,normal,stable
KOPRAN,Kopran Limited,EQ,09-JUN-1999,10,1,INE082A01010,10,Healthcare,Pharma,COMP_01085,CAM_01085,18WWPAK5001I1Z5,436.18893047963365,70.3638630473464,194.61077876966047,272.853868912772,15.790764972937488,extreme_anomaly,stable
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,20-DEC-1995,1,1,INE237A01036,1,Financial Services,NBFC,COMP_01086,CAM_01086,15PLTZW4066F1Z2,780.9459480310624,99.71310861244086,483.3629756953072,433.3670269869671,39.30807057452182,normal,stable
KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,13-DEC-2004,10,1,INE419A01022,10,Consumer Defensive,Retail,COMP_01087,CAM_01087,18OEIQP5172K1Z2,219.4655453077529,33.26099243390795,122.58996443786674,141.51845544121778,7.393340687137311,normal,growing
KOTHARIPET,Kothari Petrochemicals Limited,EQ,02-NOV-1996,10,1,INE720A01015,10,Basic Materials,Manufacturing,COMP_01088,CAM_01088,12GBBYP9786L1Z5,56.10302216236212,3.8178956184899993,45.5962943310511,43.36813417568709,4.533931386822658,normal,stable
KOTHARIPRO,Kothari Products Limited,EQ,03-JUN-1998,10,1,INE823A01017,10,Industrials,Manufacturing,COMP_01089,CAM_01089,34JTQKC6805H1Z7,149.32432062442675,13.74837855972717,88.31839240087032,86.00500732821084,8.092939183902573,normal,stable
KPEL,K.P. Energy Limited,EQ,14-NOV-2024,5,1,INE127T01021,5,Industrials,Manufacturing,COMP_01090,CAM_01090,35PIWPI5562E1Z4,227.82195061203225,24.208919022994827,197.0667127119493,170.17793022384157,19.033991357123288,normal,stable
KPIGREEN,KPI Green Energy Limited,EQ,27-JUL-2021,5,1,INE542W01025,5,Utilities,Infrastructure,COMP_01091,CAM_01091,21NXIUT9800A1Z1,800.6825521364734,73.77753092373318,499.47630079790105,510.3726623987719,39.30807057452182,normal,growing
KPIL,Kalpataru Projects International Limited,EQ,15-DEC-2000,2,1,INE220B01022,2,Industrials,Manufacturing,COMP_01092,CAM_01092,16KNNXO0093O1Z4,278.6740465631663,30.925898728713147,52.94895580688299,129.69595123864548,4.874979311408334,normal,growing
KPITTECH,KPIT Technologies Limited,EQ,22-APR-2019,10,1,INE04I401011,10,Technology,IT,COMP_01093,CAM_01093,10UCCKH6041Y1Z6,118.69574182823104,16.34372897700455,41.56321135912918,78.30991435229902,2.868898007329049,normal,declining
KPRMILL,K.P.R. Mill Limited,EQ,28-AUG-2007,1,1,INE930H01031,1,Consumer Cyclical,Retail,COMP_01094,CAM_01094,10LOQOM5198M1Z4,284.03225930364084,36.96012099951429,168.65044291020877,139.96187389275585,18.39468496622173,moderate_anomaly,declining
KRBL,KRBL Limited,EQ,21-JAN-2002,1,1,INE001B01026,1,Consumer Defensive,Retail,COMP_01095,CAM_01095,26USZKQ5908T1Z6,253.61147957507225,37.449038104064186,70.64711857867152,145.6035537145789,8.056018960313319,normal,stable
KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,03-JAN-1996,10,1,INE268B01013,10,Healthcare,Pharma,COMP_01096,CAM_01096,15VEFHM2360C1Z5,416.8543603533441,27.0280878944064,149.60150601322502,209.9052082543469,10.355484108799336,normal,stable
KRIDHANINF,Kridhan Infra Limited,EQ,11-DEC-2015,2,1,INE524L01026,2,Basic Materials,Manufacturing,COMP_01097,CAM_01097,17PFMCX7849P1Z5,394.1400762938065,58.18415869070856,129.76753774571358,195.4213844826542,10.402598614720151,normal,growing
KRISHANA,Krishana Phoschem Limited,EQ,22-AUG-2019,10,1,INE506W01012,10,Basic Materials,Manufacturing,COMP_01098,CAM_01098,21EKBMH0808L1Z9,102.98107671827157,8.094735287264335,73.78622986370466,54.91654721382557,6.703142568741114,normal,stable
KRISHIVAL,Krishival Foods Limited,EQ,20-JUN-2025,10,1,INE0GGO01015,10,Consumer Defensive,Retail,COMP_01099,CAM_01099,27VCEMX3904U1Z2,165.8000299705274,10.492978528604716,52.462467193176685,97.45247360318902,5.9807090888513565,extreme_anomaly,growing
KRISHNADEF,Krishna Defence And Allied Industries Limited,EQ,30-DEC-2025,10,1,INE0J5601015,10,Industrials,Manufacturing,COMP_01100,CAM_01100,35YHOLK6455A1Z5,346.38734855749215,24.68991702913436,294.154045597575,206.56437063337853,19.75479933589024,normal,growing
KRITI,Kriti Industries (India) Limited,EQ,01-NOV-2021,1,1,INE479D01038,1,Industrials,Manufacturing,COMP_01101,CAM_01101,25MOASJ4960H1Z2,272.6285148828724,20.29054374192894,111.26636154194242,166.20960692187342,12.134560776625944,normal,stable
KRITIKA,Kritika Wires Limited,EQ,04-MAY-2022,2,1,INE00Z501029,2,Basic Materials,Manufacturing,COMP_01102,CAM_01102,26TJKNH9193O1Z1,287.0933701756561,51.19537070301354,178.07925565367873,166.7812142951848,16.155457173664068,normal,growing
KRITINUT,Kriti Nutrients Limited,EQ,07-OCT-2022,1,1,INE798K01010,1,Consumer Defensive,Retail,COMP_01103,CAM_01103,17RVRGF2241P1Z9,175.9112629698869,27.39282900489156,101.26734066715817,88.17788938936634,7.43431416774741,moderate_anomaly,declining
KRN,KRN Heat Exchanger and Refrigeration Limited,EQ,03-OCT-2024,10,1,INE0Q3J01015,10,Technology,IT,COMP_01104,CAM_01104,34BGMSL9316M1Z6,378.1548121518295,32.808062370685015,213.1606136926688,262.58778994649464,21.92053375740701,normal,stable
KRONOX,Kronox Lab Sciences Limited,EQ,10-JUN-2024,10,1,INE0ATZ01017,10,Basic Materials,Manufacturing,COMP_01105,CAM_01105,36SUKFU3383O1Z7,477.3306362254795,65.15261111405067,120.22322801947703,226.0195901540104,9.797115443115263,normal,growing
KROSS,Kross Limited,EQ,16-SEP-2024,5,1,INE0O6601022,5,Consumer Cyclical,Retail,COMP_01106,CAM_01106,29CIAXN9474H1Z8,198.08804206377337,32.97463740802562,214.81047421955407,155.99813308034285,14.62347129376612,normal,growing
KRSNAA,Krsnaa Diagnostics Limited,EQ,16-AUG-2021,5,1,INE08LI01020,5,Healthcare,Pharma,COMP_01107,CAM_01107,13FYQNH9984H1Z5,569.1583903654852,39.152330067457015,479.9048762878031,421.44890518887513,39.30807057452182,moderate_anomaly,stable
KRYSTAL,Krystal Integrated Services Limited,EQ,21-MAR-2024,10,1,INE0QN801017,10,Industrials,Manufacturing,COMP_01108,CAM_01108,35TLAUF6847E1Z6,303.74579564405394,45.45433267693263,111.69496232961448,138.90199464267195,9.4347569488293,normal,stable
KSB,Ksb Limited,EQ,08-FEB-1995,2,1,INE999A01023,2,Industrials,Manufacturing,COMP_01109,CAM_01109,17KQJLM4528A1Z4,177.70081066249503,13.511900606438022,101.65389382638814,85.79786575967005,8.561162011211994,normal,growing
KSCL,Kaveri Seed Company Limited,EQ,04-OCT-2007,2,1,INE455I01029,2,Basic Materials,Manufacturing,COMP_01110,CAM_01110,30VJQMK0749I1Z2,151.6214493599339,23.37027633756125,36.08655300764678,88.2454755608573,3.7775362422542407,extreme_anomaly,growing
KSHINTL,KSH International Limited,EQ,23-DEC-2025,5,1,INE987S01020,5,Industrials,Manufacturing,COMP_01111,CAM_01111,14WEEEW2685W1Z1,432.1146333603235,72.55628296735021,358.2901885736238,308.1153242077236,28.000753381438727,moderate_anomaly,growing
KSHITIJPOL,Kshitij Polyline Limited,BE,27-JUL-2022,2,1,INE013801027,2,Industrials,Manufacturing,COMP_01112,CAM_01112,26DYKMX8033B1Z4,158.4661848697321,21.69156141400104,95.5764886963414,104.33558826084544,4.957169282202158,normal,volatile
KSL,Kalyani Steels Limited,EQ,19-MAY-2010,5,1,INE907A01026,5,Basic Materials,Manufacturing,COMP_01113,CAM_01113,24UGDHA4158G1Z6,382.117828237843,28.398261221441075,185.5378810642392,185.2258069824473,18.67199898422949,normal,declining
KSOLVES,Ksolves India Limited,EQ,23-SEP-2022,5,1,INE0D6I01023,5,Technology,IT,COMP_01114,CAM_01114,27NUGBV7612N1Z6,515.6971475688745,81.82686006654447,243.92714427665388,258.05681903983435,17.030114588346333,normal,stable
KSR,KSR Footwear Limited,BE,27-NOV-2025,10,1,INE1SPP01016,10,Consumer Cyclical,Retail,COMP_01115,CAM_01115,35OAFRI9491T1Z8,72.06440940173567,9.673659378822638,43.29233177218828,45.49982415912482,3.8557219271650593,normal,declining
KTKBANK,The Karnataka Bank Limited,EQ,10-MAY-2000,10,1,INE614B01018,10,Financial Services,NBFC,COMP_01116,CAM_01116,28HAYTB5940S1Z4,283.7851596631839,25.58145071318637,216.5316881223848,169.4928055903179,15.33000278670254,extreme_anomaly,volatile
KUANTUM,Kuantum Papers Limited,EQ,23-OCT-2019,1,1,INE529I01021,1,Basic Materials,Manufacturing,COMP_01117,CAM_01117,23BIXVS6919C1Z8,213.32234392262583,35.58790279230729,127.47916164803944,110.85391193729131,8.712503633104786,normal,declining
KWIL,Kwality Wall's (India) Limited,EQ,16-FEB-2026,1,1,INE2KCE01013,1,Consumer Defensive,Retail,COMP_01118,CAM_01118,33NSNPQ5846K1Z2,141.34411776686397,15.935235864882996,56.16015624037888,75.31279468288629,3.381734324763451,normal,growing
LAGNAM,Lagnam Spintex Limited,EQ,30-SEP-2021,10,1,INE548Z01017,10,Consumer Cyclical,Retail,COMP_01119,CAM_01119,28VHBKJ5624Y1Z4,223.60511854027675,28.68678949297127,95.75228269631462,132.48097742627849,10.195970148724914,moderate_anomaly,growing
LAKPRE,Lakshmi Precision Screws Limited,BZ,26-SEP-2006,10,1,INE651C01018,10,Industrials,Manufacturing,COMP_01120,CAM_01120,18UWFUB1024S1Z5,295.1050877914757,30.823707310708794,133.8372074796888,199.0112372331577,15.66766019676244,normal,growing
LAL,Lorenzini Apparels Limited,EQ,10-APR-2023,1,1,INE740X01023,1,Consumer Cyclical,Retail,COMP_01121,CAM_01121,18DEKIJ7947H1Z7,17.84226641481457,3.066520825257428,7.802312270134262,9.416523146977507,0.7668552961692048,normal,declining
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-DEC-2015,10,1,INE600L01024,10,Healthcare,Pharma,COMP_01122,CAM_01122,16RWKZM2790Y1Z8,89.26721187772003,12.573736766697936,26.50307992336007,61.93429960317398,2.755613252985746,moderate_anomaly,volatile
LAMBODHARA,Lambodhara Textiles Limited,EQ,04-FEB-2015,5,1,INE112F01022,5,Consumer Cyclical,Retail,COMP_01123,CAM_01123,10YSQQA0531G1Z2,253.7099699877785,15.365443249026717,55.25412951697592,116.42351461881286,3.915507987537057,normal,stable
LANCORHOL,Lancor Holdings Limited,BE,12-MAR-2024,2,1,INE572G01025,2,Real Estate,Infrastructure,COMP_01124,CAM_01124,15SJKEF3764R1Z2,214.78257983070847,29.84431214902416,148.25865924257752,117.96937233092716,16.953857579975963,extreme_anomaly,declining
LANDMARK,Landmark Cars Limited,EQ,23-DEC-2022,5,1,INE559R01029,5,Consumer Cyclical,Retail,COMP_01125,CAM_01125,17WZTHG7876J1Z5,20.18490265731785,1.2781679439557534,12.575783211419331,13.568415916646629,0.8336050622346818,normal,stable
LAOPALA,La Opala RG Limited,EQ,16-MAR-2007,2,1,INE059D01020,2,Consumer Cyclical,Retail,COMP_01126,CAM_01126,28GRUQV5075Z1Z6,151.82980727948265,7.943899380344746,30.16075415102845,92.78695850735105,2.67941869144432,normal,stable
LASA,Lasa Supergenerics Limited,EQ,21-SEP-2017,10,1,INE670X01014,10,Healthcare,Pharma,COMP_01127,CAM_01127,18BPFQC6439C1Z7,54.00799447187971,9.298960258928895,37.86335678442169,41.04492054706785,2.6370233193112007,extreme_anomaly,growing
LATENTVIEW,Latent View Analytics Limited,EQ,23-NOV-2021,1,1,INE0I7C01011,1,Industrials,Manufacturing,COMP_01128,CAM_01128,30ABIPY0599N1Z4,415.6070253201428,55.54792217368887,231.8408970133041,176.48343814011284,22.777506381446475,normal,declining
LATTEYS,Latteys Industries Limited,EQ,23-MAY-2023,2,1,INE262Z01023,2,Industrials,Manufacturing,COMP_01129,CAM_01129,17FQQIT5784V1Z1,126.13962642642682,12.721907367914955,88.88623397263316,88.19397116175644,8.890826037060624,moderate_anomaly,volatile
LAURUSLABS,Laurus Labs Limited,EQ,19-DEC-2016,2,1,INE947Q01028,2,Healthcare,Pharma,COMP_01130,CAM_01130,14YHNBV5388A1Z3,89.85716004840624,6.795971763987044,65.67496516295763,69.86271877085979,3.978501619665079,moderate_anomaly,volatile
LAXMICOT,Laxmi Cotspin Limited,BE,12-NOV-2021,10,1,INE801V01019,10,Consumer Cyclical,Retail,COMP_01131,CAM_01131,29GGQER4334V1Z4,186.37794039722164,16.065157567825924,123.77503019768604,104.09788338707403,6.546505801440923,normal,stable
LAXMIDENTL,Laxmi Dental Limited,EQ,20-JAN-2025,2,1,INE0WO601020,2,Healthcare,Pharma,COMP_01132,CAM_01132,32OZQPG6448Z1Z4,68.02144590468903,12.17945873658963,48.27844658658012,54.03182514058346,5.354760982275415,moderate_anomaly,stable
LAXMIINDIA,Laxmi India Finance Limited,EQ,05-AUG-2025,5,1,INE06WU01026,5,Financial Services,NBFC,COMP_01133,CAM_01133,16JADBS4775S1Z8,397.877264926543,28.611454238824308,394.3575406212193,282.1134382187821,27.98402457780348,normal,stable
LCCINFOTEC,LCC Infotech Limited,BE,02-MAR-2000,2,1,INE938A01021,2,Consumer Defensive,Retail,COMP_01134,CAM_01134,26EGDOE5917I1Z1,188.7291953572301,14.822416883246577,68.5643728558986,137.80466248893012,7.331382266905524,normal,stable
LEMERITE,Le Merite Exports Limited,EQ,12-DEC-2025,10,1,INE0G1L01017,10,Consumer Cyclical,Retail,COMP_01135,CAM_01135,10SXHDU4406W1Z3,222.753212209808,38.3667435195914,70.44503520611437,97.45302314861848,6.475116931841584,normal,growing
LEMONTREE,Lemon Tree Hotels Limited,EQ,09-APR-2018,10,1,INE970X01018,10,Consumer Cyclical,Retail,COMP_01136,CAM_01136,27RVAKK0412Q1Z8,51.32324208338708,4.678297820708191,45.30458270571592,36.45826909304416,5.327552110151509,normal,growing
LENSKART,Lenskart Solutions Limited,EQ,10-NOV-2025,2,1,INE956O01016,2,Healthcare,Pharma,COMP_01137,CAM_01137,27XLMPR7811I1Z7,631.3938886400043,46.89592877784799,499.47630079790105,470.6657428947549,27.877134369176844,normal,stable
LEXUS,Lexus Granito (India) Limited,BE,13-MAR-2023,10,1,INE500X01013,10,Industrials,Manufacturing,COMP_01138,CAM_01138,16ALROM7896J1Z2,484.1433311702229,52.015921725055634,134.49333837814254,237.3500834128852,9.192631744196742,normal,stable
LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,15-APR-2015,10,1,INE850E01012,10,Financial Services,NBFC,COMP_01139,CAM_01139,33XFTTZ3957Y1Z3,501.2012702280402,71.04373382804874,499.47630079790105,353.18673943456844,11.86951303914613,normal,volatile
