case_id,company_id,assessment_year,financial_year,declared_gross_income,declared_net_income,total_tax_paid,depreciation_claimed,director_remuneration_total,itr_vs_financials_profit_divergence,cross_verification_flag,extraction_confidence_score,source_document_id,processed_timestamp
CAM_00894,COMP_00894,AY2023-24,FY2022-23,4574744489.51,223660852.48,48201709.06,543967347.77,2829487.21,-17283230.15,False,89.97,ITR_DOC_COMP_00894,2026-03-09 14:54:07.652503
CAM_00894,COMP_00894,AY2024-25,FY2023-24,4356479445.84,230298991.4,56654822.82,221186242.77,8035719.79,-5334738.58,False,91.25,ITR_DOC_COMP_00894,2026-03-09 14:54:07.652503
CAM_00895,COMP_00895,AY2022-23,FY2021-22,1551398798.26,179123782.82,41105528.42,114852750.7,2685048.97,0.0,False,97.7,ITR_DOC_COMP_00895,2026-03-09 14:54:07.652503
CAM_00895,COMP_00895,AY2023-24,FY2022-23,1530516509.51,162495912.28,38637571.45,77612421.74,2562053.1,-4241578.25,False,97.26,ITR_DOC_COMP_00895,2026-03-09 14:54:07.652503
CAM_00895,COMP_00895,AY2024-25,FY2023-24,1676729434.19,175743029.84,43750902.74,170096879.67,8160961.71,0.0,False,97.21,ITR_DOC_COMP_00895,2026-03-09 14:54:07.652503
CAM_00896,COMP_00896,AY2022-23,FY2021-22,2177261514.3,130994556.11,28200943.67,195765660.95,3846327.12,0.0,False,97.44,ITR_DOC_COMP_00896,2026-03-09 14:54:07.652503
CAM_00896,COMP_00896,AY2023-24,FY2022-23,2251542495.58,141603317.69,32847486.64,233389571.38,4540312.36,0.0,False,98.35,ITR_DOC_COMP_00896,2026-03-09 14:54:07.652503
CAM_00896,COMP_00896,AY2024-25,FY2023-24,2202570401.73,140352429.54,31774349.4,124254237.15,4106568.1,0.0,False,87.57,ITR_DOC_COMP_00896,2026-03-09 14:54:07.652503
CAM_00897,COMP_00897,AY2022-23,FY2021-22,2914611073.44,137407612.28,29227290.6,239974933.35,6115461.27,0.0,False,96.64,ITR_DOC_COMP_00897,2026-03-09 14:54:07.652503
CAM_00897,COMP_00897,AY2023-24,FY2022-23,2939434406.11,156886356.04,33996862.37,272450497.27,4598559.52,10253687.9,False,86.44,ITR_DOC_COMP_00897,2026-03-09 14:54:07.652503
CAM_00897,COMP_00897,AY2024-25,FY2023-24,2790806246.33,139053008.25,29046925.16,314123740.15,5101380.19,0.0,False,95.05,ITR_DOC_COMP_00897,2026-03-09 14:54:07.652503
CAM_00898,COMP_00898,AY2022-23,FY2021-22,4974487556.49,615371778.86,140303323.94,360600719.79,22322244.53,0.0,False,97.09,ITR_DOC_COMP_00898,2026-03-09 14:54:07.652503
CAM_00898,COMP_00898,AY2023-24,FY2022-23,5312644863.44,616212719.3,131410433.21,505320224.44,9217641.78,0.0,False,97.04,ITR_DOC_COMP_00898,2026-03-09 14:54:07.652503
CAM_00898,COMP_00898,AY2024-25,FY2023-24,5119787212.33,628570777.41,128686743.27,441881407.18,29413010.95,0.0,False,96.39,ITR_DOC_COMP_00898,2026-03-09 14:54:07.652503
CAM_00899,COMP_00899,AY2022-23,FY2021-22,7795560700.72,1071492463.11,233723145.17,502914193.27,45039776.92,0.0,False,97.9,ITR_DOC_COMP_00899,2026-03-09 14:54:07.652503
CAM_00899,COMP_00899,AY2023-24,FY2022-23,7849194971.11,1054847991.06,260164679.27,845849781.9,24637128.34,0.0,False,97.84,ITR_DOC_COMP_00899,2026-03-09 14:54:07.652503
CAM_00899,COMP_00899,AY2024-25,FY2023-24,7747704390.47,922777046.38,192501917.36,355971760.22,27395199.18,0.0,False,90.94,ITR_DOC_COMP_00899,2026-03-09 14:54:07.652503
CAM_00900,COMP_00900,AY2022-23,FY2021-22,829348354.3,79871430.11,19595085.12,60975054.12,3860253.47,0.0,False,86.34,ITR_DOC_COMP_00900,2026-03-09 14:54:07.652503
CAM_00900,COMP_00900,AY2023-24,FY2022-23,837665796.88,79802336.24,18297125.5,88543216.85,1379085.54,0.0,False,97.86,ITR_DOC_COMP_00900,2026-03-09 14:54:07.652503
CAM_00900,COMP_00900,AY2024-25,FY2023-24,848169779.66,72981458.92,16542268.42,59887194.47,2593316.58,0.0,False,88.38,ITR_DOC_COMP_00900,2026-03-09 14:54:07.652503
CAM_00901,COMP_00901,AY2022-23,FY2021-22,4424659808.67,452762956.48,104952375.89,276985603.69,6981150.63,0.0,False,86.4,ITR_DOC_COMP_00901,2026-03-09 14:54:07.652503
CAM_00901,COMP_00901,AY2023-24,FY2022-23,4362090588.06,504678522.32,106589752.79,488418205.95,11908097.88,9489636.94,False,97.09,ITR_DOC_COMP_00901,2026-03-09 14:54:07.652503
CAM_00901,COMP_00901,AY2024-25,FY2023-24,4323005880.48,442262676.18,99797256.19,305923863.66,15706538.6,0.0,False,90.64,ITR_DOC_COMP_00901,2026-03-09 14:54:07.652503
CAM_00902,COMP_00902,AY2022-23,FY2021-22,1811668255.33,129337049.17,32206197.15,179507367.61,2221396.19,0.0,False,85.14,ITR_DOC_COMP_00902,2026-03-09 14:54:07.652503
CAM_00902,COMP_00902,AY2023-24,FY2022-23,1435244127.84,145893926.92,35587789.38,139502761.66,4606082.65,0.0,False,94.54,ITR_DOC_COMP_00902,2026-03-09 14:54:07.652503
CAM_00902,COMP_00902,AY2024-25,FY2023-24,1964256041.75,151988631.87,34267340.93,89651711.16,6727922.82,6941486.74,False,85.85,ITR_DOC_COMP_00902,2026-03-09 14:54:07.652503
CAM_00903,COMP_00903,AY2022-23,FY2021-22,4128547900.9,639285756.68,129348200.35,392544052.98,23197492.69,0.0,False,89.58,ITR_DOC_COMP_00903,2026-03-09 14:54:07.652503
CAM_00903,COMP_00903,AY2023-24,FY2022-23,4118859742.24,701939111.31,153242383.48,419948052.12,28331506.32,0.0,False,95.94,ITR_DOC_COMP_00903,2026-03-09 14:54:07.652503
CAM_00903,COMP_00903,AY2024-25,FY2023-24,3914135579.28,652696360.23,144782678.8,193080935.33,26648328.27,31160331.77,False,88.6,ITR_DOC_COMP_00903,2026-03-09 14:54:07.652503
CAM_00904,COMP_00904,AY2022-23,FY2021-22,2505011251.38,381176145.7,94645420.78,138968949.42,8417058.73,0.0,False,85.02,ITR_DOC_COMP_00904,2026-03-09 14:54:07.652503
CAM_00904,COMP_00904,AY2023-24,FY2022-23,2420971140.69,395334693.53,85988471.55,258372956.28,9810280.45,0.0,False,93.55,ITR_DOC_COMP_00904,2026-03-09 14:54:07.652503
CAM_00904,COMP_00904,AY2024-25,FY2023-24,2362093697.37,422083558.38,86182704.79,183681930.74,19267355.97,23455907.58,False,94.69,ITR_DOC_COMP_00904,2026-03-09 14:54:07.652503
CAM_00905,COMP_00905,AY2022-23,FY2021-22,2944498773.33,242362564.02,48629213.64,340419352.81,6585497.82,0.0,False,98.79,ITR_DOC_COMP_00905,2026-03-09 14:54:07.652503
CAM_00905,COMP_00905,AY2023-24,FY2022-23,3077361226.47,239571282.81,47933606.96,364231656.13,11147564.44,0.0,False,95.62,ITR_DOC_COMP_00905,2026-03-09 14:54:07.652503
CAM_00905,COMP_00905,AY2024-25,FY2023-24,2951820905.02,234148327.69,53478906.51,329009234.97,10087201.65,0.0,False,98.76,ITR_DOC_COMP_00905,2026-03-09 14:54:07.652503
CAM_00906,COMP_00906,AY2022-23,FY2021-22,2005089052.48,262627995.51,57854408.3,120867548.92,11114558.06,-18843709.3,False,89.64,ITR_DOC_COMP_00906,2026-03-09 14:54:07.652503
CAM_00906,COMP_00906,AY2023-24,FY2022-23,1708971635.93,267413402.0,54090532.46,135352997.54,9581540.9,0.0,False,89.94,ITR_DOC_COMP_00906,2026-03-09 14:54:07.652503
CAM_00906,COMP_00906,AY2024-25,FY2023-24,1927695430.15,291513141.38,58788174.6,230283540.91,4326124.8,0.0,False,93.47,ITR_DOC_COMP_00906,2026-03-09 14:54:07.652503
CAM_00907,COMP_00907,AY2022-23,FY2021-22,2963223076.24,532028797.1,130636486.41,275310570.98,8514453.35,0.0,False,93.39,ITR_DOC_COMP_00907,2026-03-09 14:54:07.652503
CAM_00907,COMP_00907,AY2023-24,FY2022-23,2949071926.68,489846992.02,102692814.42,314813938.57,10500075.87,0.0,False,98.19,ITR_DOC_COMP_00907,2026-03-09 14:54:07.652503
CAM_00907,COMP_00907,AY2024-25,FY2023-24,2992985985.39,503960887.71,102517420.45,191225984.97,23289485.26,0.0,False,85.89,ITR_DOC_COMP_00907,2026-03-09 14:54:07.652503
CAM_00908,COMP_00908,AY2022-23,FY2021-22,3069798901.5,431765725.27,95027151.41,318129510.49,16401076.45,0.0,False,95.92,ITR_DOC_COMP_00908,2026-03-09 14:54:07.652503
CAM_00908,COMP_00908,AY2023-24,FY2022-23,2991285470.9,478010323.22,119393759.43,194194976.04,22785949.91,0.0,False,88.75,ITR_DOC_COMP_00908,2026-03-09 14:54:07.652503
CAM_00908,COMP_00908,AY2024-25,FY2023-24,3069829104.66,429870531.27,102495806.57,307203343.24,15168963.75,0.0,False,98.47,ITR_DOC_COMP_00908,2026-03-09 14:54:07.652503
CAM_00909,COMP_00909,AY2022-23,FY2021-22,3523252154.54,209745715.05,49579802.88,389370466.7,3835771.26,0.0,False,96.83,ITR_DOC_COMP_00909,2026-03-09 14:54:07.652503
CAM_00909,COMP_00909,AY2023-24,FY2022-23,3438757595.39,211168765.49,43676425.17,234351243.95,4818516.79,0.0,False,93.55,ITR_DOC_COMP_00909,2026-03-09 14:54:07.652503
CAM_00909,COMP_00909,AY2024-25,FY2023-24,3382272929.08,245074441.11,59297940.64,180336931.32,4100044.28,0.0,False,86.6,ITR_DOC_COMP_00909,2026-03-09 14:54:07.652503
CAM_00910,COMP_00910,AY2022-23,FY2021-22,3115456473.73,317362491.07,75759509.97,246737147.49,21025503.87,3645959.93,False,94.92,ITR_DOC_COMP_00910,2026-03-09 14:54:07.652503
CAM_00910,COMP_00910,AY2023-24,FY2022-23,3118205433.62,364955233.25,87092020.28,176365013.38,39582071.26,2321646.19,False,93.99,ITR_DOC_COMP_00910,2026-03-09 14:54:07.652503
CAM_00910,COMP_00910,AY2024-25,FY2023-24,3297794306.21,266665628.72,55192913.16,172386734.04,16837537.78,-93350092.42,True,94.6,ITR_DOC_COMP_00910,2026-03-09 14:54:07.652503
CAM_00911,COMP_00911,AY2022-23,FY2021-22,2240417122.0,210482005.48,46766221.0,174975329.36,3691471.68,7715406.67,False,86.52,ITR_DOC_COMP_00911,2026-03-09 14:54:07.652503
CAM_00911,COMP_00911,AY2023-24,FY2022-23,2157956768.29,187113779.97,38548867.95,159431774.35,4397227.47,0.0,False,94.94,ITR_DOC_COMP_00911,2026-03-09 14:54:07.652503
CAM_00911,COMP_00911,AY2024-25,FY2023-24,2352283818.68,185634011.16,39199058.87,169542461.61,8991233.43,0.0,False,89.29,ITR_DOC_COMP_00911,2026-03-09 14:54:07.652503
CAM_00912,COMP_00912,AY2022-23,FY2021-22,1848578571.46,111739846.94,26425728.87,104585592.54,1435450.06,3040533.69,False,94.42,ITR_DOC_COMP_00912,2026-03-09 14:54:07.652503
CAM_00912,COMP_00912,AY2023-24,FY2022-23,1927946634.03,122491880.8,29272570.16,186229974.18,1889933.43,8560994.46,False,87.82,ITR_DOC_COMP_00912,2026-03-09 14:54:07.652503
CAM_00912,COMP_00912,AY2024-25,FY2023-24,1876167774.32,83716851.28,17106901.23,106034253.96,1809240.02,-28235248.83,True,91.7,ITR_DOC_COMP_00912,2026-03-09 14:54:07.652503
CAM_00913,COMP_00913,AY2022-23,FY2021-22,4088887580.01,456225589.41,99661188.65,416578735.32,8241187.67,0.0,False,85.09,ITR_DOC_COMP_00913,2026-03-09 14:54:07.652503
CAM_00913,COMP_00913,AY2023-24,FY2022-23,3789406367.06,495436466.66,102004559.9,195245629.86,17490968.44,27702779.9,False,90.42,ITR_DOC_COMP_00913,2026-03-09 14:54:07.652503
CAM_00913,COMP_00913,AY2024-25,FY2023-24,3911474003.06,433128700.81,104617289.45,396804913.04,8479553.87,0.0,False,97.88,ITR_DOC_COMP_00913,2026-03-09 14:54:07.652503
CAM_00914,COMP_00914,AY2022-23,FY2021-22,3900766244.76,334293589.73,67742816.1,430899102.36,5727864.93,0.0,False,94.07,ITR_DOC_COMP_00914,2026-03-09 14:54:07.652503
CAM_00914,COMP_00914,AY2023-24,FY2022-23,3739484485.27,321561623.9,73316598.78,439176496.29,12887727.17,0.0,False,91.05,ITR_DOC_COMP_00914,2026-03-09 14:54:07.652503
CAM_00914,COMP_00914,AY2024-25,FY2023-24,3677152499.25,304782552.72,67608644.76,432108536.72,3997413.66,0.0,False,94.65,ITR_DOC_COMP_00914,2026-03-09 14:54:07.652503
CAM_00915,COMP_00915,AY2022-23,FY2021-22,2702775084.04,387368070.41,93311342.54,195753190.86,13015890.98,0.0,False,98.8,ITR_DOC_COMP_00915,2026-03-09 14:54:07.652503
CAM_00915,COMP_00915,AY2023-24,FY2022-23,2665268253.62,371718758.17,86141257.43,294851809.49,9418404.95,0.0,False,97.94,ITR_DOC_COMP_00915,2026-03-09 14:54:07.652503
CAM_00915,COMP_00915,AY2024-25,FY2023-24,2729365084.88,362893795.87,78527726.58,202493144.49,13519537.45,0.0,False,88.85,ITR_DOC_COMP_00915,2026-03-09 14:54:07.652503
CAM_00916,COMP_00916,AY2022-23,FY2021-22,5114750430.16,543199934.2,130916523.71,341968413.99,14666564.32,0.0,False,93.52,ITR_DOC_COMP_00916,2026-03-09 14:54:07.652503
CAM_00916,COMP_00916,AY2023-24,FY2022-23,5137653659.66,515780573.48,118408759.54,435895408.39,19261485.45,0.0,False,89.32,ITR_DOC_COMP_00916,2026-03-09 14:54:07.652503
CAM_00916,COMP_00916,AY2024-25,FY2023-24,5391740375.08,537609016.8,108297627.48,312381349.27,11747055.37,0.0,False,97.2,ITR_DOC_COMP_00916,2026-03-09 14:54:07.652503
CAM_00917,COMP_00917,AY2022-23,FY2021-22,3281500054.76,308234328.55,68542997.84,276173938.8,5013326.65,-26482841.44,False,91.4,ITR_DOC_COMP_00917,2026-03-09 14:54:07.652503
CAM_00917,COMP_00917,AY2023-24,FY2022-23,3180892797.97,356526208.55,77718310.0,136564339.26,5636456.39,14304825.71,False,98.96,ITR_DOC_COMP_00917,2026-03-09 14:54:07.652503
CAM_00917,COMP_00917,AY2024-25,FY2023-24,3253146699.24,356309726.93,80490259.6,374789464.79,12008232.35,-17430410.53,False,91.49,ITR_DOC_COMP_00917,2026-03-09 14:54:07.652503
CAM_00918,COMP_00918,AY2022-23,FY2021-22,6412340000.95,547774790.74,132823570.51,716689648.85,40191705.34,83198692.21,True,85.25,ITR_DOC_COMP_00918,2026-03-09 14:54:07.652503
CAM_00918,COMP_00918,AY2023-24,FY2022-23,6131513445.76,437995727.1,90535705.6,710476156.16,30372012.08,-37475652.2,False,92.2,ITR_DOC_COMP_00918,2026-03-09 14:54:07.652503
CAM_00918,COMP_00918,AY2024-25,FY2023-24,6287738815.91,547166158.48,136108868.86,288871611.16,39746065.01,46646378.13,False,88.35,ITR_DOC_COMP_00918,2026-03-09 14:54:07.652503
CAM_00919,COMP_00919,AY2022-23,FY2021-22,3007954826.64,301551663.76,69222254.13,194826219.51,14115079.67,0.0,False,93.76,ITR_DOC_COMP_00919,2026-03-09 14:54:07.652503
CAM_00919,COMP_00919,AY2023-24,FY2022-23,2091257768.53,316649286.51,70611156.54,237066916.1,5828482.7,0.0,False,87.98,ITR_DOC_COMP_00919,2026-03-09 14:54:07.652503
CAM_00919,COMP_00919,AY2024-25,FY2023-24,3048574905.42,290747047.33,66557323.48,128629928.99,3224277.12,0.0,False,86.3,ITR_DOC_COMP_00919,2026-03-09 14:54:07.652503
CAM_00920,COMP_00920,AY2022-23,FY2021-22,6711639021.06,758930231.18,182127523.74,774777552.68,31981302.38,0.0,False,97.43,ITR_DOC_COMP_00920,2026-03-09 14:54:07.652503
CAM_00920,COMP_00920,AY2023-24,FY2022-23,6814549087.34,820385845.45,166306795.58,721409312.02,38567548.27,0.0,False,98.01,ITR_DOC_COMP_00920,2026-03-09 14:54:07.652503
CAM_00920,COMP_00920,AY2024-25,FY2023-24,6633289779.89,776891170.01,190594880.06,584348728.91,18796204.83,12576646.6,False,87.74,ITR_DOC_COMP_00920,2026-03-09 14:54:07.652503
CAM_00921,COMP_00921,AY2022-23,FY2021-22,2659089960.25,283596648.08,68688783.39,261035936.19,9236846.86,0.0,False,88.33,ITR_DOC_COMP_00921,2026-03-09 14:54:07.652503
CAM_00921,COMP_00921,AY2023-24,FY2022-23,2865349663.59,258794678.79,63732840.29,322532843.94,9079628.02,0.0,False,92.41,ITR_DOC_COMP_00921,2026-03-09 14:54:07.652503
CAM_00921,COMP_00921,AY2024-25,FY2023-24,2648968148.16,286704442.7,63656053.07,156845792.89,10061619.3,0.0,False,95.27,ITR_DOC_COMP_00921,2026-03-09 14:54:07.652503
CAM_00922,COMP_00922,AY2022-23,FY2021-22,4950501560.5,253137336.74,51925580.36,438166627.53,8258591.17,5970395.4,False,98.11,ITR_DOC_COMP_00922,2026-03-09 14:54:07.652503
CAM_00922,COMP_00922,AY2023-24,FY2022-23,5071856681.98,250063493.54,57507348.6,318802099.52,6273843.53,8427488.72,False,96.58,ITR_DOC_COMP_00922,2026-03-09 14:54:07.652503
CAM_00922,COMP_00922,AY2024-25,FY2023-24,4718849265.78,240064338.94,57413125.77,230075633.47,4752921.73,0.0,False,86.2,ITR_DOC_COMP_00922,2026-03-09 14:54:07.652503
CAM_00923,COMP_00923,AY2022-23,FY2021-22,6750103718.94,708991501.51,149335702.43,456055550.73,33186473.01,0.0,False,98.77,ITR_DOC_COMP_00923,2026-03-09 14:54:07.652503
CAM_00923,COMP_00923,AY2023-24,FY2022-23,6481306112.71,723222373.14,155489870.2,280307099.09,18722008.87,0.0,False,93.38,ITR_DOC_COMP_00923,2026-03-09 14:54:07.652503
CAM_00923,COMP_00923,AY2024-25,FY2023-24,6411523688.52,833261768.73,197940515.52,444315012.09,37403183.94,0.0,False,96.18,ITR_DOC_COMP_00923,2026-03-09 14:54:07.652503
CAM_00924,COMP_00924,AY2022-23,FY2021-22,2270667359.51,177775101.1,42262244.74,160115126.9,7992914.42,0.0,False,97.16,ITR_DOC_COMP_00924,2026-03-09 14:54:07.652503
CAM_00924,COMP_00924,AY2023-24,FY2022-23,2351757209.41,181060423.88,36543016.98,107852730.74,7031165.09,0.0,False,96.1,ITR_DOC_COMP_00924,2026-03-09 14:54:07.652503
CAM_00924,COMP_00924,AY2024-25,FY2023-24,2158941868.85,171672933.8,38344835.39,242968052.68,7533073.16,0.0,False,90.94,ITR_DOC_COMP_00924,2026-03-09 14:54:07.652503
CAM_00925,COMP_00925,AY2022-23,FY2021-22,1573916205.06,161460826.75,39729419.75,133138774.82,2131740.43,-7689149.76,False,90.47,ITR_DOC_COMP_00925,2026-03-09 14:54:07.652503
CAM_00925,COMP_00925,AY2023-24,FY2022-23,1620796932.28,176030507.0,41261130.21,177297647.47,4305965.09,-12644544.8,False,92.2,ITR_DOC_COMP_00925,2026-03-09 14:54:07.652503
CAM_00925,COMP_00925,AY2024-25,FY2023-24,1483670608.23,165420582.87,35624619.86,80275723.2,3938365.61,-3215786.02,False,95.95,ITR_DOC_COMP_00925,2026-03-09 14:54:07.652503
CAM_00926,COMP_00926,AY2022-23,FY2021-22,4095164830.01,455994889.32,93123740.78,247087248.03,17727388.85,0.0,False,88.56,ITR_DOC_COMP_00926,2026-03-09 14:54:07.652503
CAM_00926,COMP_00926,AY2023-24,FY2022-23,4034358110.84,501065748.28,101416969.52,181890026.28,16176077.19,0.0,False,94.32,ITR_DOC_COMP_00926,2026-03-09 14:54:07.652503
CAM_00926,COMP_00926,AY2024-25,FY2023-24,3958854070.72,467225913.23,102811978.45,301429329.46,8643062.32,0.0,False,91.81,ITR_DOC_COMP_00926,2026-03-09 14:54:07.652503
CAM_00927,COMP_00927,AY2022-23,FY2021-22,2476068111.03,344886589.47,74820812.03,193423276.37,16455866.66,0.0,False,85.34,ITR_DOC_COMP_00927,2026-03-09 14:54:07.652503
CAM_00927,COMP_00927,AY2023-24,FY2022-23,2589587037.34,371780384.91,77764253.31,249071496.44,18484584.17,0.0,False,91.96,ITR_DOC_COMP_00927,2026-03-09 14:54:07.652503
CAM_00927,COMP_00927,AY2024-25,FY2023-24,2425828116.95,359231191.61,88829599.92,129745572.06,16442120.21,15863370.35,False,98.53,ITR_DOC_COMP_00927,2026-03-09 14:54:07.652503
CAM_00928,COMP_00928,AY2022-23,FY2021-22,9496086264.56,1039187878.57,216441711.7,616778913.91,20219481.86,-25624660.45,False,92.69,ITR_DOC_COMP_00928,2026-03-09 14:54:07.652503
CAM_00928,COMP_00928,AY2023-24,FY2022-23,9551740111.12,1088705836.23,237296499.44,572141866.64,49151600.34,0.0,False,86.07,ITR_DOC_COMP_00928,2026-03-09 14:54:07.652503
CAM_00928,COMP_00928,AY2024-25,FY2023-24,10039650773.29,960529938.63,209525649.36,1172859411.12,39026590.61,0.0,False,98.91,ITR_DOC_COMP_00928,2026-03-09 14:54:07.652503
CAM_00929,COMP_00929,AY2022-23,FY2021-22,3549797298.0,220873518.36,46166673.23,378470225.75,10958816.13,0.0,False,85.33,ITR_DOC_COMP_00929,2026-03-09 14:54:07.652503
CAM_00929,COMP_00929,AY2023-24,FY2022-23,3450202337.74,206663627.58,47004298.36,292378950.89,6753003.59,0.0,False,92.11,ITR_DOC_COMP_00929,2026-03-09 14:54:07.652503
CAM_00929,COMP_00929,AY2024-25,FY2023-24,3605321162.79,197285195.33,48735717.68,403576165.87,8742418.03,0.0,False,92.29,ITR_DOC_COMP_00929,2026-03-09 14:54:07.652503
CAM_00930,COMP_00930,AY2022-23,FY2021-22,2921419143.47,355816303.93,81913934.64,220813752.55,7164559.31,0.0,False,92.63,ITR_DOC_COMP_00930,2026-03-09 14:54:07.652503
CAM_00930,COMP_00930,AY2023-24,FY2022-23,2928352452.36,381264831.82,91697078.66,257167622.11,7231308.5,0.0,False,93.91,ITR_DOC_COMP_00930,2026-03-09 14:54:07.652503
CAM_00930,COMP_00930,AY2024-25,FY2023-24,2985714017.52,385080071.55,82214430.3,208070832.2,13518043.2,0.0,False,97.54,ITR_DOC_COMP_00930,2026-03-09 14:54:07.652503
CAM_00931,COMP_00931,AY2022-23,FY2021-22,1293162340.35,154361215.06,37190885.62,150625199.35,5491756.79,0.0,False,94.08,ITR_DOC_COMP_00931,2026-03-09 14:54:07.652503
CAM_00931,COMP_00931,AY2023-24,FY2022-23,1323893775.78,179336676.39,44159800.7,65102265.81,5856617.65,0.0,False,91.05,ITR_DOC_COMP_00931,2026-03-09 14:54:07.652503
CAM_00931,COMP_00931,AY2024-25,FY2023-24,1265234733.98,155197750.52,36688103.44,64830404.13,5241751.18,0.0,False,87.3,ITR_DOC_COMP_00931,2026-03-09 14:54:07.652503
CAM_00932,COMP_00932,AY2022-23,FY2021-22,2751844611.61,226302102.09,53530344.94,308589783.07,8061105.72,0.0,False,86.48,ITR_DOC_COMP_00932,2026-03-09 14:54:07.652503
CAM_00932,COMP_00932,AY2023-24,FY2022-23,3021666492.73,224579935.97,52122791.14,306358007.58,10382628.92,0.0,False,92.38,ITR_DOC_COMP_00932,2026-03-09 14:54:07.652503
CAM_00932,COMP_00932,AY2024-25,FY2023-24,2945515502.97,219169515.12,51086933.11,192175545.75,10509429.56,0.0,False,96.68,ITR_DOC_COMP_00932,2026-03-09 14:54:07.652503
CAM_00933,COMP_00933,AY2022-23,FY2021-22,10266917232.93,416222262.84,103621845.02,1021946565.84,36773643.21,-24250263.88,False,96.87,ITR_DOC_COMP_00933,2026-03-09 14:54:07.652503
CAM_00933,COMP_00933,AY2023-24,FY2022-23,9828904182.55,442331214.12,101765743.17,1119431755.32,37356575.87,-48354950.98,False,95.83,ITR_DOC_COMP_00933,2026-03-09 14:54:07.652503
CAM_00933,COMP_00933,AY2024-25,FY2023-24,9760132143.39,394773270.7,96841964.87,416427578.38,31407773.65,-50452148.61,True,98.16,ITR_DOC_COMP_00933,2026-03-09 14:54:07.652503
CAM_00934,COMP_00934,AY2022-23,FY2021-22,4273593478.04,479196854.83,103237916.09,190533442.89,19634672.67,0.0,False,95.81,ITR_DOC_COMP_00934,2026-03-09 14:54:07.652503
CAM_00934,COMP_00934,AY2023-24,FY2022-23,4070412299.12,461610956.15,102876500.16,363760761.83,12727827.09,0.0,False,98.07,ITR_DOC_COMP_00934,2026-03-09 14:54:07.652503
CAM_00934,COMP_00934,AY2024-25,FY2023-24,4204395402.12,500699806.66,112391415.48,296408304.61,7292038.23,0.0,False,96.99,ITR_DOC_COMP_00934,2026-03-09 14:54:07.652503
CAM_00935,COMP_00935,AY2022-23,FY2021-22,3841380727.35,362638846.17,81741990.44,287991900.38,16298303.77,0.0,False,96.6,ITR_DOC_COMP_00935,2026-03-09 14:54:07.652503
CAM_00935,COMP_00935,AY2023-24,FY2022-23,3672102034.08,304751974.9,73573711.69,436944642.84,13653944.43,-9726416.1,False,92.63,ITR_DOC_COMP_00935,2026-03-09 14:54:07.652503
CAM_00935,COMP_00935,AY2024-25,FY2023-24,3619951384.35,324831982.9,73206081.66,337564030.44,14448766.24,0.0,False,91.33,ITR_DOC_COMP_00935,2026-03-09 14:54:07.652503
CAM_00936,COMP_00936,AY2022-23,FY2021-22,2295001462.07,364552455.85,81104834.61,111809944.55,4624200.97,0.0,False,93.49,ITR_DOC_COMP_00936,2026-03-09 14:54:07.652503
CAM_00936,COMP_00936,AY2023-24,FY2022-23,2394714840.69,342006298.08,77328360.66,176060445.48,14015396.81,0.0,False,89.98,ITR_DOC_COMP_00936,2026-03-09 14:54:07.652503
CAM_00936,COMP_00936,AY2024-25,FY2023-24,2294970336.67,366595395.47,86522403.05,106306043.65,8644206.34,0.0,False,87.76,ITR_DOC_COMP_00936,2026-03-09 14:54:07.652503
CAM_00937,COMP_00937,AY2022-23,FY2021-22,7834634641.64,875150016.98,196136568.84,377760585.14,8879174.3,-44651344.29,False,85.5,ITR_DOC_COMP_00937,2026-03-09 14:54:07.652503
CAM_00937,COMP_00937,AY2023-24,FY2022-23,7621693237.86,903767666.61,180864779.05,374552779.47,27220194.13,0.0,False,87.35,ITR_DOC_COMP_00937,2026-03-09 14:54:07.652503
CAM_00937,COMP_00937,AY2024-25,FY2023-24,8085853283.82,997908792.86,202763585.08,364064124.54,34505063.0,0.0,False,89.75,ITR_DOC_COMP_00937,2026-03-09 14:54:07.659570
CAM_00938,COMP_00938,AY2022-23,FY2021-22,1809641502.1,170511795.74,41111247.2,155631600.94,8176403.64,0.0,False,95.66,ITR_DOC_COMP_00938,2026-03-09 14:54:07.659570
CAM_00938,COMP_00938,AY2023-24,FY2022-23,1905448972.19,160053675.48,32581765.28,92206221.38,5860159.19,0.0,False,93.8,ITR_DOC_COMP_00938,2026-03-09 14:54:07.659570
CAM_00938,COMP_00938,AY2024-25,FY2023-24,1795716931.2,144084844.5,35041292.15,75216776.64,4158223.33,0.0,False,95.26,ITR_DOC_COMP_00938,2026-03-09 14:54:07.659570
CAM_00939,COMP_00939,AY2022-23,FY2021-22,7537546260.72,1035426451.89,218013001.67,868594841.29,11619131.14,0.0,False,98.78,ITR_DOC_COMP_00939,2026-03-09 14:54:07.659570
CAM_00939,COMP_00939,AY2023-24,FY2022-23,7633072760.97,998910715.35,216589366.02,370232405.79,11927358.25,0.0,False,93.38,ITR_DOC_COMP_00939,2026-03-09 14:54:07.659570
CAM_00939,COMP_00939,AY2024-25,FY2023-24,7706593511.1,1079707503.22,248054523.68,357161273.28,52704764.27,0.0,False,92.38,ITR_DOC_COMP_00939,2026-03-09 14:54:07.659570
